DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,l_bmi_all_fe,l_bmi_ur_fe,l_bmi_ru_fe,h_bmi_all_fe,h_bmi_ur_fe,h_bmi_ru_fe,hh_bmi_all_fe,hh_bmi_ur_fe,hh_bmi_ru_fe,hhh_bmi_all_fe,hhh_bmi_ur_fe,hhh_bmi_ru_fe,h_hemoglobin_all_fe,h_hemoglobin_ur_fe,h_hemoglobin_ru_fe,l_hemoglobin_all_fe,l_hemoglobin_ur_fe,l_hemoglobin_ru_fe,hh_hemoglobin_all_fe,hh_hemoglobin_ur_fe,hh_hemoglobin_ru_fe,h_hemoglobin_all_pw,h_hemoglobin_ur_pw,h_hemoglobin_ru_pw,l_hemoglobin_all_pw,l_hemoglobin_ur_pw,l_hemoglobin_ru_pw,hh_hemoglobin_all_pw,hh_hemoglobin_ur_pw,hh_hemoglobin_ru_pw,h_hemoglobin_all_npw,h_hemoglobin_ur_npw,h_hemoglobin_ru_npw,l_hemoglobin_all_npw,l_hemoglobin_ur_npw,l_hemoglobin_ru_npw,hh_hemoglobin_all_npw,hh_hemoglobin_ur_npw,hh_hemoglobin_ru_npw,h_glucose_all_fe,h_glucose_ur_fe,h_glucose_ru_fe,hh_glucose_all_fe,hh_glucose_ur_fe,hh_glucose_ru_fe,l_glucose_all_fe,l_glucose_ur_fe,l_glucose_ru_fe,h_bp_all_fe,h_bp_ur_fe,h_bp_ru_fe,l_bp_all_fe,l_bp_ur_fe,l_bp_ru_fe,hh_bp_all_fe,hh_bp_ur_fe,hh_bp_ru_fe,hhh_bp_all_fe,hhh_bp_ur_fe,hhh_bp_ru_fe,hhhh_bp_all_fe,hhhh_bp_ur_fe,hhhh_bp_ru_fe,hh_cbp_all_fe,hh_cbp_ur_fe,hh_cbp_ru_fe,h_cbp_all_fe,h_cbp_ur_fe,h_cbp_ru_fe,l_cbp_all_fe,l_cbp_ur_fe,l_cbp_ru_fe,sum_bp_all_fe,ad_hbp_all_fe,ad_lowbp_all_fe,ad_elevatedbp_all_fe,ad_highbp_all_fe,adseverebp_all_fe,sum_bp_ur_fe,ad_hbp_ur_fe,ad_lowbp_ur_fe,ad_elevatedbp_ur_fe,ad_highbp_ur_fe,adseverebp_ur_fe,sum_bp_ru_fe,ad_hbp_ru_fe,ad_lowbp_ru_fe,ad_elevatedbp_ru_fe,ad_highbp_ru_fe,adseverebp_ru_fe,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,sum_bp_all_ma,ad_hbp_all_ma,ad_lowbp_all_ma,ad_elevatedbp_all_ma,ad_highbp_all_ma,adseverebp_all_ma,sum_bp_ur_ma,ad_hbp_ur_ma,ad_lowbp_ur_ma,ad_elevatedbp_ur_ma,ad_highbp_ur_ma,adseverebp_ur_ma,sum_bp_ru_ma,ad_hbp_ru_ma,ad_lowbp_ru_ma,ad_elevatedbp_ru_ma,ad_highbp_ru_ma,adseverebp_ru_ma
Rangareddy,Andhra Pradesh,28,537,0.161677897,0.14078407,0.234443054,0.404830575,0.37139535,0.521272659,0.200074449,0.211298719,0.160984591,0.233417094,0.276521862,0.083299682,0.416994184,0.438530982,0.353689283,0.579817355,0.557195783,0.646310687,0.003188487,0.004273235,0,0.043658108,0,0.093387701,0.956341922,1,0.906612277,0,0,0,0.425645143,0.445735246,0.365018487,0.571092486,0.549921334,0.634981513,0.003262371,0.004343437,0,0.687607825,0.685819507,0.692864358,0.235980541,0.243174061,0.214836031,0.076411635,0.071006432,0.09229961,0.560549378,0.564357996,0.549360514,0.062527843,0.071249686,0.036905151,0.018374756,0.015904935,0.025630496,0.276646644,0.265315801,0.309933901,0.108086415,0.112244993,0.095869496,0.005335639,0.003920789,0.009492128,0.18465957,0.190799072,0.166623205,0.810004771,0.805280149,0.823884666,1.026185036,0.546245933,0.060932327,0.017905889,0.269587487,0.105328389,1.029073358,0.548413754,0.06923674,0.01545559,0.2578201,0.109073848,1.017699599,0.539806187,0.036263306,0.025184738,0.304543614,0.094202153,0.490216643,0.482131958,0.516027391,0.320123821,0.342315018,0.249277338,0.189659536,0.175553024,0.234695256,0.425488442,0.497477829,0.204874754,0.045318142,0.042586349,0.053689804,0.092791349,0.073767483,0.151090592,0.335250378,0.307754457,0.41951248,0.199369669,0.18377471,0.247160882,0.015599735,0,0.063405603,0.494370013,0.47958684,0.539673448,0.490030259,0.52041316,0.396920979,1.098217964,0.387435347,0.04126516,0.084492654,0.305267602,0.181539252,1.105360866,0.450059205,0.038527101,0.06673611,0.278419882,0.166257665,1.076328516,0.190345928,0.049882356,0.140375912,0.389762491,0.229633316
Mahbubnagar,Andhra Pradesh,28,538,0.267068952,0.103846423,0.295664132,0.497400373,0.420052946,0.510950983,0.149085134,0.262278825,0.12925458,0.08644554,0.213821784,0.064130329,0.447567701,0.474794328,0.443177938,0.552432299,0.525205672,0.556822062,0,0,0,0.105364963,0.329347938,0.045233008,0.894635022,0.670652092,0.954766989,0,0,0,0.462517262,0.484707117,0.459034383,0.537482738,0.515292883,0.540965617,0,0,0,0.652062118,0.63692832,0.654506028,0.219868124,0.252853513,0.214541495,0.128069729,0.110218167,0.130952477,0.598939061,0.583519995,0.601443589,0.083368622,0.075719073,0.08461114,0.023292579,0.013043417,0.024957351,0.223811343,0.271561354,0.216055304,0.093351759,0.100279644,0.092226461,0.001842952,0.013189074,0,0.208405077,0.222527206,0.206111208,0.789751947,0.764283717,0.793888807,1.022763371,0.585608661,0.081513107,0.022774162,0.218830034,0.091274053,1.04412353,0.558861077,0.072519265,0.012492216,0.260085464,0.096041933,1.019293785,0.590059102,0.083009571,0.024484944,0.21196568,0.090480745,0.528820753,0.659078121,0.504560232,0.344623446,0.340921879,0.345312864,0.12655583,0,0.150126919,0.437562436,0.546992719,0.416950017,0.038719062,0,0.046012226,0.030050645,0,0.035711017,0.367589265,0.325744778,0.375471145,0.205657646,0.19848229,0.207009211,0.060384851,0.071219794,0.058343973,0.427959204,0.340921879,0.44435364,0.511655927,0.587858319,0.497302383,1.079578996,0.405308396,0.035864964,0.027835522,0.340493172,0.190498009,1.071219802,0.510626018,0,0,0.304087698,0.185286239,1.081153631,0.3856529,0.042558454,0.033030473,0.347287506,0.191470668
Nalgonda,Andhra Pradesh,28,539,0.234003171,0.124294437,0.264914274,0.485904843,0.45929864,0.493401319,0.178861961,0.244306281,0.160422608,0.101230018,0.172100648,0.081261776,0.399859309,0.376119614,0.406362951,0.598719954,0.623880386,0.591827095,0.001420709,0,0.001809922,0.083212227,0.136854038,0.056022964,0.916787744,0.863145947,0.943977058,0,0,0,0.411958605,0.390735358,0.417614102,0.586566389,0.609264612,0.580517888,0.001474995,0,0.001868047,0.630782902,0.697862566,0.612405956,0.203792498,0.146256268,0.219554916,0.16542463,0.155881181,0.168039128,0.609463036,0.63747108,0.601677895,0.055123553,0.049502183,0.056686077,0.011359286,0.020457096,0.00883045,0.247180358,0.227264032,0.252716333,0.095861293,0.073468946,0.102085494,0.012615554,0.00781036,0.01395121,0.186968178,0.232940882,0.174189553,0.800416291,0.759248734,0.81185925,1.018987536,0.598106444,0.054096397,0.01114762,0.242574468,0.094075039,1.008163333,0.632309318,0.049101353,0.020291451,0.225423828,0.072874054,1.02199626,0.58872807,0.055466034,0.008640394,0.247277156,0.099888325,0.479616106,0.575851142,0.45442313,0.320288002,0.28359741,0.329893082,0.200095877,0.140551418,0.215683788,0.42977047,0.398872823,0.438286155,0.008436584,0,0.010761784,0.067455336,0.114904933,0.054377794,0.375826687,0.486222267,0.345400631,0.166416302,0.064749651,0.194436565,0.008436584,0,0.010761784,0.342541158,0.215215504,0.377633274,0.649022281,0.784784496,0.611604929,1.047905326,0.410123378,0.008050903,0.064371593,0.358645648,0.158808529,1.064749718,0.374616504,0,0.107917316,0.456654042,0.060812086,1.043262959,0.420110911,0.010315505,0.052122809,0.331077248,0.186373502
Warangal,Andhra Pradesh,28,540,0.224444732,0.164452374,0.253865212,0.490645349,0.409576088,0.530402005,0.184580281,0.250896871,0.152058378,0.100329645,0.175074652,0.063674413,0.40012759,0.390579402,0.404443383,0.59987241,0.609420598,0.595556617,0,0,0,0.277528137,0.313882798,0.249514252,0.722471833,0.686117232,0.750485778,0,0,0,0.403817028,0.393845379,0.408246279,0.596182942,0.606154621,0.591753721,0,0,0,0.684222221,0.676215053,0.687841475,0.219383895,0.161548182,0.245525688,0.096393898,0.16223675,0.066632859,0.595076859,0.513637483,0.632458627,0.082222849,0.106939048,0.070877783,0.006819786,0,0.009950155,0.236461386,0.294456214,0.209840998,0.101344921,0.116848834,0.094228432,0.015492449,0.019848611,0.013492915,0.181923598,0.177997231,0.183725849,0.802583933,0.802154183,0.802781224,1.021925807,0.582309246,0.080458723,0.006673465,0.231388018,0.099170528,1.031881571,0.497767866,0.103634998,0,0.285358548,0.11323861,1.017356038,0.621668935,0.069668613,0.009780406,0.206261128,0.092620902,0.530659378,0.474171996,0.563463032,0.346616268,0.431775391,0.297162175,0.122724377,0.094052613,0.139374807,0.407283127,0.405947387,0.408038646,0.020881006,0.032536361,0.014288692,0.016959354,0,0.026551632,0.474403977,0.462561876,0.48110193,0.17436856,0.189829037,0.165624052,0.009303392,0,0.014565428,0.30699867,0.243291646,0.343031615,0.683697939,0.756708384,0.642402947,1.093896031,0.372323424,0.019088658,0.015503625,0.433682889,0.159401402,1.090874672,0.372130185,0.029825939,0,0.424028426,0.174015447,1.095604897,0.372432292,0.013041829,0.024234679,0.439119905,0.151171327
Khammam,Andhra Pradesh,28,541,0.188130379,0.084784582,0.224127889,0.503059685,0.447791785,0.522310674,0.195610046,0.249141201,0.176964015,0.113199875,0.218282431,0.076597422,0.264337182,0.294373482,0.254702538,0.734420657,0.705626547,0.743656874,0.001242142,0,0.00164058,0,0,0,1,1,1,0,0,0,0.274666995,0.305444241,0.26477623,0.724042296,0.694555759,0.733518302,0.001290683,0,0.001705466,0.63127476,0.692298234,0.611700475,0.250263602,0.235898808,0.254871339,0.118461661,0.071802959,0.133428201,0.588136852,0.574147642,0.592672706,0.049324147,0.047757477,0.049832124,0.018969052,0.041700855,0.011598464,0.273046017,0.262754619,0.276382893,0.1082955,0.095296524,0.112510301,0.025811531,0.048713192,0.018385869,0.205671459,0.277038217,0.182531402,0.768517017,0.674248576,0.799082696,1.037771583,0.566730559,0.047528904,0.018278638,0.263108015,0.10435389,1.021657109,0.56197685,0.046745114,0.040816881,0.257184744,0.093276426,1.042996526,0.568240345,0.047777843,0.011120329,0.264989287,0.107872173,0.373443514,0.181811392,0.433516234,0.3724038,0.413534403,0.359510183,0.254152685,0.404654205,0.206973568,0.347855359,0.411270767,0.326026797,0.010806181,0,0.014525838,0.126622826,0.041826256,0.155811131,0.391914457,0.444825441,0.373701662,0.168161601,0.120502554,0.184566602,0.018424852,0.071951896,0,0.579152763,0.498352319,0.606965542,0.402422369,0.429695785,0.393034428,1.045360446,0.332761168,0.010337277,0.121128388,0.374908447,0.160864711,1.018424988,0.4038302,0,0.041069549,0.4367778,0.118322462,1.054632068,0.30913794,0.013773371,0.147739798,0.354343176,0.175005674
Srikakulam,Andhra Pradesh,28,542,0.19465661,0.094922386,0.21650824,0.542716563,0.489143789,0.554454327,0.176446855,0.278835535,0.154013634,0.086179949,0.137098283,0.075023815,0.255089968,0.242403254,0.257778764,0.744910061,0.757596731,0.742221236,0,0,0,0,0,0,1,1,1,0,0,0,0.259442598,0.245809883,0.262342274,0.740557432,0.754190087,0.737657726,0,0,0,0.65948391,0.605569541,0.670910478,0.27822715,0.342899561,0.264520615,0.062288906,0.051530905,0.064568937,0.600442588,0.495486259,0.62349391,0.062673606,0.0522447,0.064964086,0.030857425,0.028565805,0.031360731,0.246082723,0.318125516,0.230260089,0.073875211,0.127579689,0.062080193,0.013878803,0.034584399,0.009331271,0.231490061,0.209233746,0.236378163,0.754631162,0.756181836,0.754290581,1.013931513,0.592192471,0.061812464,0.030433441,0.24270153,0.072860159,1.022001982,0.484819263,0.051119961,0.027950833,0.311276823,0.124833114,1.01215899,0.616003931,0.064183675,0.030983996,0.227493986,0.061334427,0.446442425,0.304191351,0.480913132,0.428773016,0.652095675,0.374656796,0.124784566,0.043712996,0.144430071,0.339154452,0.360105306,0.333786905,0.017721979,0.041882198,0.01153219,0.117879003,0,0.148079306,0.419116765,0.37521553,0.430364162,0.171683654,0.306561381,0.137128323,0.021683531,0,0.027238799,0.417467058,0.388601512,0.424862325,0.560849428,0.611398458,0.547898889,1.065555811,0.318288773,0.016631676,0.110626772,0.393331587,0.161121219,1.083764434,0.332272679,0.038645111,0,0.346215039,0.282867163,1.060890913,0.314628869,0.010870288,0.139580145,0.405662984,0.129257709
Vizianagaram,Andhra Pradesh,28,543,0.235857323,0.105907075,0.27105096,0.478764325,0.395408928,0.501338959,0.15669997,0.301956058,0.117361143,0.128678381,0.196727946,0.110248916,0.221375808,0.281412691,0.205154225,0.778624177,0.718587279,0.79484576,0,0,0,0,0,0,1,1,1,0,0,0,0.227975607,0.285333991,0.212168157,0.772024393,0.714666009,0.787831843,0,0,0,0.580071747,0.553887784,0.587146461,0.294495404,0.357872993,0.277371168,0.125432894,0.088239253,0.135482371,0.563581526,0.516753137,0.576040149,0.083016954,0.084755458,0.082554422,0.030027384,0.02476874,0.031426441,0.254046768,0.274552524,0.248591244,0.098468728,0.124032006,0.091667645,0.012320322,0.013968381,0.011881858,0.227900222,0.213385463,0.231761858,0.759779453,0.772646129,0.756356299,1.029141307,0.547623098,0.080666237,0.029177124,0.246853143,0.095680475,1.024861813,0.504217386,0.082699403,0.024167882,0.267892241,0.121023148,1.030279875,0.559110343,0.080128148,0.030502819,0.24128516,0.088973537,0.384246886,0.307521135,0.412274301,0.48986733,0.521827817,0.478192389,0.12588577,0.170651019,0.109533325,0.341037989,0.276328593,0.364675909,0.052205648,0.046607219,0.054250717,0.048813682,0.03101095,0.055316903,0.449095011,0.562203467,0.40777725,0.239823833,0.254682332,0.234396115,0.011752335,0,0.016045386,0.558683097,0.369543046,0.627774715,0.429564565,0.630456984,0.356179863,1.1309762,0.301543027,0.046159811,0.043160662,0.397086173,0.212050289,1.170832515,0.236010358,0.039806906,0.026486238,0.480174124,0.217522427,1.116416931,0.326648504,0.048593599,0.049548607,0.365255356,0.209953919
Visakhapatnam,Andhra Pradesh,28,544,0.173940226,0.097923569,0.257334471,0.476220042,0.423213452,0.534371018,0.172408566,0.235771656,0.102895938,0.177431166,0.24309133,0.105398536,0.305084318,0.339945644,0.26910314,0.694915652,0.660054326,0.73089689,0,0,0,0.058465134,0.131468207,0,0.941534877,0.868531823,1,0,0,0,0.310921252,0.344253242,0.276312023,0.689078748,0.655746758,0.723687947,0,0,0,0.634700775,0.593421817,0.677305698,0.222114995,0.26851207,0.174227506,0.14318426,0.138066128,0.148466796,0.594684005,0.581278324,0.608383298,0.04960103,0.060735077,0.038223136,0.026793612,0.016082373,0.037739433,0.250126809,0.245280564,0.25507921,0.108427837,0.127385795,0.089054689,0.010517877,0.004148591,0.017026654,0.233588576,0.224884391,0.242483377,0.755893528,0.770967007,0.74048996,1.029633284,0.577568769,0.048173491,0.026022481,0.242928058,0.105307236,1.030762076,0.563930631,0.058922499,0.01560241,0.237960413,0.123584092,1.028479815,0.591536462,0.037164692,0.036694385,0.248015761,0.086588658,0.247959644,0.237963602,0.260281712,0.458373517,0.353854358,0.587213576,0.29366684,0.408182025,0.152504697,0.459623009,0.37119481,0.570273757,0.01651543,0.010399035,0.024168914,0.103207715,0.148814484,0.046139661,0.338454485,0.415543407,0.241992623,0.125771448,0.097813331,0.160755634,0.01265496,0.02276836,0,0.441060722,0.400696427,0.491568774,0.546284318,0.576535225,0.508431196,1.043572068,0.440432459,0.015825864,0.0988985,0.324323058,0.120520137,1.043765068,0.355630606,0.009963004,0.142574698,0.398119658,0.093712017,1.04333055,0.546589732,0.023165155,0.044223435,0.23194243,0.154079288
East Godavari,Andhra Pradesh,28,545,0.147039339,0.0891914,0.166931883,0.455300957,0.401003957,0.47397241,0.237213343,0.323007613,0.207710728,0.160446346,0.186797038,0.151384979,0.324382961,0.459015965,0.278187871,0.675617039,0.540984035,0.721812129,0,0,0,0.150709048,0,0.184423015,0.849290967,1,0.815576971,0,0,0,0.330660433,0.470767677,0.28192091,0.669339538,0.529232323,0.71807909,0,0,0,0.594834387,0.57327044,0.60223335,0.278316081,0.328605145,0.261060953,0.126849547,0.0981244,0.136705697,0.563134432,0.563263118,0.563090563,0.044377781,0.041739825,0.045277163,0.024018146,0.027295608,0.022900734,0.268823326,0.250477076,0.275078237,0.126766518,0.136669621,0.123390175,0.009721409,0.010734725,0.009375931,0.247544661,0.220099956,0.256901622,0.742733955,0.769165337,0.733722448,1.027120233,0.548265338,0.043206025,0.023383968,0.261725277,0.123419359,1.0194453,0.552519202,0.040943664,0.026774962,0.245699376,0.134062737,1.029736876,0.546829581,0.043969642,0.022239404,0.267134488,0.119826898,0.40196237,0.344917536,0.422677219,0.451891273,0.433011502,0.458747119,0.146146357,0.222070962,0.118575662,0.27494967,0.41303578,0.2248061,0.033654619,0,0.045875702,0.142386317,0.041529343,0.179010764,0.394054592,0.403646857,0.390571356,0.209938928,0.183317348,0.219606102,0.023304088,0,0.03176656,0.578236639,0.516940951,0.60049516,0.398459256,0.483059078,0.367738307,1.054984093,0.26061973,0.031900592,0.134965375,0.373517096,0.198997244,1.041529298,0.396566659,0,0.039873429,0.387552083,0.176007867,1.059870005,0.212107241,0.043284271,0.168898791,0.368508726,0.207200974
West Godavari,Andhra Pradesh,28,546,0.131914183,0.063046776,0.149712861,0.416126072,0.358482897,0.431023866,0.24243784,0.266364306,0.236254081,0.20952189,0.312106013,0.183009177,0.358670175,0.430804998,0.340150267,0.639528513,0.569194973,0.657585979,0.001801303,0,0.002263769,0.288169712,0,0.354255587,0.711830318,1,0.645744383,0,0,0,0.36061573,0.44163534,0.339752108,0.637533247,0.55836463,0.657920241,0.001851013,0,0.002327674,0.60364747,0.530567586,0.622409999,0.230085596,0.23796545,0.228062525,0.166266933,0.231466964,0.14952749,0.574400604,0.541822553,0.582342684,0.064213298,0.076071605,0.061322402,0.016526558,0.038094036,0.011268696,0.263190955,0.26229322,0.263409823,0.114205159,0.105148964,0.116412938,0.0172277,0,0.021427583,0.214524016,0.278735697,0.198870063,0.76824826,0.721264303,0.779702365,1.032536626,0.556300461,0.062189851,0.016005782,0.254897445,0.110606402,1.023430347,0.529418111,0.074330024,0.037221912,0.25628829,0.102741688,1.034756541,0.562782347,0.059262637,0.01089019,0.25456211,0.112502731,0.497981787,0.408679247,0.528692067,0.382523239,0.488722891,0.346002221,0.11949496,0.102597877,0.125305697,0.375006884,0.335622638,0.388385743,0.027520733,0.036528304,0.024460854,0.063432597,0.175654486,0.025310723,0.403454572,0.321767688,0.431203663,0.160192981,0.130426869,0.170304552,0.008863267,0,0.011874127,0.427394271,0.546093166,0.387072176,0.563742459,0.453906864,0.601053715,1.029607773,0.364223063,0.026729336,0.061608505,0.391852677,0.155586421,1,0.335622638,0.036528304,0.175654486,0.321767688,0.130426869,1.03966558,0.373567939,0.023527617,0.024345063,0.414752275,0.163807049
Krishna,Andhra Pradesh,28,547,0.129216313,0.097013168,0.148956701,0.386608124,0.313792318,0.431243926,0.274416059,0.248795196,0.290121555,0.209759504,0.340399325,0.129677817,0.374582767,0.381878257,0.370698422,0.625417233,0.618121743,0.629301548,0,0,0,0.232658625,0.307814151,0.186423317,0.767341375,0.692185819,0.813576698,0,0,0,0.379065752,0.384450704,0.376211971,0.620934248,0.615549326,0.623788059,0,0,0,0.613971651,0.591875136,0.625766039,0.295552343,0.315878868,0.284702748,0.090475999,0.092245981,0.089531235,0.539822519,0.569930732,0.523066521,0.038510177,0.028688621,0.043976117,0.02839146,0.023100531,0.031335995,0.315077335,0.293374896,0.327155262,0.118744165,0.10982471,0.123708069,0.013999877,0.009688373,0.016399337,0.221943423,0.167288005,0.252360493,0.764056683,0.823023617,0.731240153,1.040545702,0.51878792,0.037009597,0.027285164,0.302800089,0.114117205,1.02491951,0.556073666,0.027991096,0.022538872,0.286241889,0.107154474,1.04924202,0.498518467,0.041912273,0.029865364,0.311801523,0.117902324,0.547599435,0.463249564,0.591661334,0.31765762,0.348438621,0.301578522,0.134742945,0.1883118,0.106760137,0.362734795,0.375996351,0.355446965,0.039794322,0,0.06166314,0.102904826,0.045720991,0.134329975,0.420498908,0.514924824,0.368607521,0.134826243,0.127175763,0.139030531,0,0,0,0.431846946,0.356898189,0.473034769,0.568153024,0.643101811,0.526965261,1.060759068,0.341957748,0.037514947,0.097010553,0.396413207,0.127103552,1.063817978,0.353440493,0,0.042978209,0.484034717,0.119546548,1.059078097,0.335619211,0.058223411,0.126836702,0.348045647,0.131275058
Guntur,Andhra Pradesh,28,548,0.103199311,0.085263111,0.114324458,0.415491462,0.33149308,0.467592478,0.28751123,0.314411283,0.270826131,0.193798006,0.268832535,0.147256911,0.381158441,0.429242462,0.352724791,0.61787641,0.568160236,0.647275209,0.000965151,0.002597314,0,0.24119325,0.085874833,0.285484314,0.758806765,0.914125144,0.714515686,0,0,0,0.387362123,0.438170671,0.356454492,0.611629963,0.559164464,0.643545508,0.00100793,0.002664849,0,0.574746192,0.60024941,0.559619367,0.280589968,0.303330392,0.267101884,0.14466387,0.096420199,0.173278719,0.528887749,0.478087664,0.559441924,0.036900949,0.030994283,0.040453561,0.020734742,0.020585775,0.020824341,0.330159158,0.363132268,0.310327232,0.119661987,0.119900398,0.1195186,0.013801574,0.007697454,0.017472947,0.189661905,0.146052912,0.215890899,0.796536505,0.84624964,0.766636133,1.036344528,0.510339677,0.035606835,0.020007577,0.318580508,0.115465447,1.012700438,0.472091883,0.030605579,0.020327605,0.358578175,0.118396707,1.0505656,0.532514989,0.038506459,0.019822028,0.295390636,0.113765955,0.33936885,0.409236789,0.292604983,0.516037345,0.444451392,0.563951075,0.144593835,0.14631182,0.143443957,0.373147309,0.352587581,0.386649758,0.056513537,0.042686615,0.065594271,0.067995638,0.053199872,0.077712655,0.425941855,0.482574046,0.388749063,0.131229639,0.177911833,0.100571446,0.039018761,0.035753485,0.04116321,0.428361982,0.409846008,0.440522224,0.532619238,0.554400504,0.51831454,1.054827929,0.353751838,0.053576071,0.064461358,0.403802216,0.124408573,1.108959913,0.317944378,0.038492478,0.047972765,0.435159147,0.160431251,1.019277215,0.379337192,0.064353712,0.076242901,0.3813968,0.098669372
Prakasam,Andhra Pradesh,28,549,0.160616025,0.124364465,0.170491084,0.485982865,0.385259122,0.513420403,0.212744385,0.231051356,0.207757488,0.140656739,0.259325057,0.108331032,0.388606042,0.471831173,0.367731392,0.609986842,0.528168857,0.630508542,0.001407126,0,0.001760064,0.210439995,0.254175544,0.204236835,0.78956002,0.745824456,0.795763195,0,0,0,0.397131801,0.478167623,0.376341134,0.601393759,0.521832407,0.621806085,0.001474461,0,0.001852751,0.598539412,0.556005418,0.609207869,0.246009141,0.284759104,0.236289799,0.155451432,0.159235507,0.154502302,0.600213528,0.595515609,0.601420581,0.053499386,0.033682961,0.058590867,0.02259203,0.02751299,0.021327678,0.2688618,0.280277848,0.265928656,0.087296993,0.104315951,0.082924269,0.010427083,0.019726811,0.008037683,0.196041271,0.23093912,0.187074885,0.793531656,0.749334097,0.804887414,1.032463789,0.581340969,0.051817205,0.021881668,0.260407984,0.084552109,1.041305304,0.571893394,0.032346863,0.026421636,0.269160122,0.100178063,1.030192018,0.583794653,0.056873735,0.020702625,0.258135051,0.080493994,0.501010299,0.502215624,0.500478446,0.36221841,0.399295837,0.345858157,0.136771321,0.098488562,0.153663397,0.400533825,0.41112718,0.395887434,0.018240491,0,0.026241029,0.068312794,0.071750343,0.066805042,0.369090408,0.343327105,0.380390584,0.202276766,0.244228989,0.183875933,0.021474259,0.070433587,0,0.44557932,0.38214922,0.473400682,0.532946408,0.547417223,0.526599348,1.058454275,0.378413916,0.017233141,0.064540148,0.34870699,0.191105813,1.070433617,0.384075373,0,0.06702923,0.320736468,0.228158936,1.053200006,0.375890076,0.024915522,0.06343054,0.361176014,0.174587861
Sri Potti Sriramulu Nellore,Andhra Pradesh,28,550,0.153453857,0.101847164,0.173183635,0.455678076,0.356478363,0.4936032,0.234096229,0.298641443,0.209419921,0.156771824,0.243033022,0.123793244,0.38308084,0.389370888,0.380911827,0.61691916,0.610629141,0.619088173,0,0,0,0.195233017,0.268367827,0.172700316,0.804766953,0.731632173,0.827299714,0,0,0,0.390321642,0.393641829,0.389171898,0.609678328,0.606358171,0.610828102,0,0,0,0.578942239,0.631916642,0.560674965,0.259274125,0.22040309,0.272678137,0.161783621,0.147680297,0.166646913,0.553332031,0.534974754,0.55980432,0.042172581,0.044507921,0.041349202,0.026262786,0.04660552,0.019090481,0.292462081,0.27613005,0.298220336,0.110044956,0.138958246,0.099850908,0.014038958,0.015045556,0.013684058,0.173182681,0.219418511,0.156881168,0.812778354,0.765535951,0.829434752,1.024274468,0.540218532,0.041173127,0.02564038,0.285530955,0.107436977,1.041176438,0.513817549,0.042747721,0.044762366,0.265209675,0.133462727,1.018315196,0.549735785,0.040605504,0.018747123,0.292856604,0.098055013,0.340992987,0.324787229,0.348032266,0.460476279,0.539572001,0.426119506,0.198530734,0.135640755,0.225848198,0.360016316,0.369487941,0.356100559,0.017216152,0,0.024333633,0.082563795,0.072852544,0.086578608,0.452256799,0.490698993,0.436364084,0.140948981,0.098091394,0.158667102,0.03519877,0,0.049750607,0.503938258,0.608252287,0.460812837,0.460862994,0.391747743,0.489436537,1.053002,0.341895193,0.016349591,0.07840801,0.429492831,0.133854434,1.03113091,0.358332723,0,0.070653051,0.475884289,0.095129915,1.062044024,0.335297376,0.022912076,0.081520736,0.410871923,0.149397865
