DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma_q1,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma_q1,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma_q1,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,h_glucose_all_ma_q2,hh_glucose_all_ma_q2,l_glucose_all_ma_q2,h_glucose_all_ma_q3,hh_glucose_all_ma_q3,l_glucose_all_ma_q3,h_glucose_all_ma_q4,hh_glucose_all_ma_q4,l_glucose_all_ma_q4,h_glucose_all_ma_q5,hh_glucose_all_ma_q5,l_glucose_all_ma_q5
Bhavnagar,Gujarat,24,481,481,0.16206947,0.22251606,0.369377643,0.644092023,0.77748394,0.630622327,0.193838522,0,0,0.434803903,0.475427389,0.369377643,0,0.081447266,0,0.209549218,0.081447266,0.384575635,0.27965346,0.361678094,0.246046707,0.199710041,0.203786895,0,0,0,0,0.714475036,0.655144334,0.753953278,0.285524964,0.344855696,0.246046707,0.16206947,0.644092023,0.193838522,0.16206947,0.644092023,0.193838522,0.267339587,0.669486105,0.0631743,0.16206947,0.644092023,0.193838522
Anand,Gujarat,24,482,482,0.582896709,0.367475748,0.433683157,0.365778983,0.410176605,0.48338753,0.051324293,0.222347632,0.082929336,0.358387619,0.328199118,0.484708577,0,0,0,0.033495642,0.098376274,0,0.451771468,0.384012222,0.460620672,0.269023925,0.298429817,0.217050716,0.033835284,0,0.054670751,0.669751942,0.49285084,0.672821403,0.296412766,0.50714916,0.272507846,0.582896709,0.365778983,0.051324293,0.582896709,0.365778983,0.051324293,0.464219093,0.485338122,0.05044277,0.582896709,0.365778983,0.051324293
Kheda,Gujarat,24,483,483,0.443506002,0.560916722,0.526193678,0.409527421,0.384071529,0.324806541,0.146966577,0.055011764,0.14899981,0.530635834,0.477426618,0.472326756,0.036419202,0,0.051180091,0.047436293,0.171464637,0.020424489,0.282426447,0.300581425,0.382264376,0.158412352,0.127588093,0.14899981,0.034016497,0.017564572,0.027737327,0.407351106,0.414230227,0.413725406,0.558632374,0.568205237,0.558537304,0.443506002,0.409527421,0.146966577,0.443506002,0.409527421,0.146966577,0.454692453,0.545307517,0,0.443506002,0.409527421,0.146966577
Panch Mahals,Gujarat,24,484,484,0.547184706,0.468179882,0.536362529,0.42612502,0.531820118,0.437116176,0.026690302,0,0.026521336,0.371005774,1,0.364810377,0,0,0,0.102891669,0,0.091442972,0.488332272,0,0.488995343,0.037770271,0,0.054751314,0.011145019,0,0.016155681,0.515276968,0.468179882,0.536451221,0.473578006,0.531820118,0.44739309,0.547184706,0.42612502,0.026690302,0.547184706,0.42612502,0.026690302,0.345080018,0.621804953,0.033115022,0.547184706,0.42612502,0.026690302
Dohad,Gujarat,24,485,485,0.43454507,0.444444448,0.429238945,0.37657693,0.444444448,0.36204645,0.188878,0.111111112,0.208714604,0.451396435,0.285714298,0.446101218,0.012423257,0,0.017876776,0.063935861,0,0.043334093,0.369858205,0.714285731,0.359933019,0.145621434,0.142857149,0.180392817,0.022975633,0,0.015701648,0.390162289,0.571428597,0.41880101,0.586862087,0.428571433,0.565497339,0.43454507,0.37657693,0.188878,0.43454507,0.37657693,0.188878,0.269397169,0.620946169,0.109656647,0.43454507,0.37657693,0.188878
Vadodara,Gujarat,24,486,486,0.54548794,0.608008862,0.554579496,0.3741723,0.314098805,0.401047289,0.080339767,0.077892326,0.044373233,0.390604526,0.377325237,0.37494728,0,0,0,0.259587646,0.167454883,0.154312372,0.344490945,0.412608951,0.470740348,0.108634792,0.122738771,0.134208024,0,0,0,0.562479854,0.434109867,0.470740348,0.437520117,0.565890133,0.529259682,0.54548794,0.3741723,0.080339767,0.54548794,0.3741723,0.080339767,0.338684827,0.497081131,0.164234042,0.54548794,0.3741723,0.080339767
Narmada,Gujarat,24,487,487,0.406423032,0.604360223,0.417875916,0.462195158,0.318799198,0.480406702,0.13138181,0.076840557,0.101717375,0.356520832,0.186919287,0.374507546,0.030682199,0.076840557,0.04048368,0.103650622,0.076840557,0.08697705,0.437745631,0.659399629,0.457129985,0.146289423,0.186919287,0.119423576,0.036561105,0,0.04249448,0.534449041,0.516082704,0.409179866,0.428989857,0.483917296,0.548325658,0.406423032,0.462195158,0.13138181,0.406423032,0.462195158,0.13138181,0.255603909,0.658237875,0.086158201,0.406423032,0.462195158,0.13138181
Bharuch,Gujarat,24,488,488,0.44080925,0.311664999,0.379667968,0.295835704,0.433837146,0.327223688,0.263355047,0.254497856,0.293108344,0.434243202,0.411732703,0.467842877,0.103959478,0,0.165630415,0.02904922,0.024715459,0,0.279587507,0.452936441,0.166780964,0.240066826,0.263421118,0.247002319,0.050037753,0,0.102466725,0.606395721,0.734328508,0.629436135,0.343566537,0.265671492,0.268097132,0.44080925,0.295835704,0.263355047,0.44080925,0.295835704,0.263355047,0.426152915,0.408943385,0.164903715,0.44080925,0.295835704,0.263355047
The Dangs,Gujarat,24,489,489,0.433844447,0.55404979,0.397616118,0.501864314,0.346682191,0.541244984,0.064291209,0.099268042,0.061138887,0.40119344,0.405147702,0.438604087,0.020746121,0,0.022099454,0.15794827,0.099268042,0.174615487,0.328531861,0.404776424,0.263964564,0.137771532,0.090807833,0.131624445,0.015500246,0,0.023177655,0.631854177,0.545218289,0.634586692,0.352645546,0.454781711,0.342235655,0.433844447,0.501864314,0.064291209,0.433844447,0.501864314,0.064291209,0.465255529,0.389295876,0.145448595,0.433844447,0.501864314,0.064291209
Navsari,Gujarat,24,490,490,0.297281563,0.538779855,0.263545662,0.486912161,0.3492845,0.541723371,0.215806291,0.111935638,0.194730967,0.205219194,0.26481095,0.137634918,0.081631482,0,0.130021065,0.073022768,0.083587013,0.064709909,0.624381781,0.508408725,0.66763413,0.096998818,0.233752996,0.129419819,0,0,0,0.536497414,0.587152481,0.529999197,0.463502586,0.412847489,0.470000803,0.297281563,0.486912161,0.215806291,0.297281563,0.486912161,0.215806291,0.306753159,0.57523942,0.118007421,0.297281563,0.486912161,0.215806291
Valsad,Gujarat,24,491,491,0.414638042,0.464181036,1,0.528674185,0.458408594,0,0.056687795,0.077410348,0,0.271424621,0.486001521,0,0,0,0,0.194901139,0.064389221,0,0.355624318,0.406504124,0.5,0.178049937,0.04310514,0.5,0,0,0,0.647843063,0.60951525,0,0.352156937,0.39048478,1,0.414638042,0.528674185,0.056687795,0.414638042,0.528674185,0.056687795,0.375597239,0.497715265,0.126687482,0.414638042,0.528674185,0.056687795
Surat,Gujarat,24,492,492,0.249525145,0.441376865,0,0.577416599,0.340280503,1,0.173058286,0.218342617,0,0.289711088,0.314992338,0.5,0,0.088552251,0,0.115162641,0.115426347,0.276510924,0.415613234,0.289560527,0.223489076,0.179513067,0.191468522,0,0,0.088552251,0,0.56230396,0.364782006,0.5,0.43769601,0.546665728,0.5,0.249525145,0.577416599,0.173058286,0.249525145,0.577416599,0.173058286,0.397862107,0.487249404,0.114888497,0.249525145,0.577416599,0.173058286
Tapi,Gujarat,24,493,493,0.443540871,0.320888162,0.462352574,0.489958227,0.679111838,0.46379441,0.066500887,0,0.073853038,0.382167518,0.231136665,0.245110512,0,0,0,0.104456075,0,0.097368687,0.463004231,0.66977793,0.585019767,0.187508553,0.099085376,0.263032973,0.024082934,0.122717418,0.02266337,0.551353872,0.231136665,0.487794995,0.424563199,0.64614594,0.48954165,0.443540871,0.489958227,0.066500887,0.443540871,0.489958227,0.066500887,0.235937729,0.702142477,0.061919793,0.443540871,0.489958227,0.066500887
Diu,Daman & Diu,25,494,494,0.227154419,0.571428299,0.379779607,0.685911,0,0.532110929,0.086934566,0.428571701,0.088109456,0.178345039,0.428571701,0.281453878,0,0,0,0.107688144,0,0.067857616,0.516722858,0,0.602265894,0.184533447,0,0.206538394,0.208444595,0.571428299,0.055480462,0.425079376,0,0.54451853,0.366476029,0.428571701,0.400001019,0.227154419,0.685911,0.086934566,0.227154419,0.685911,0.086934566,0.431961685,0.424509406,0.143528938,0.227154419,0.685911,0.086934566
Daman,Daman & Diu,25,495,495,0.323290646,0.372798771,0.236276045,0.657945275,0.602752984,0.763723969,0.018764066,0.024448283,0,0.344244868,0.347898901,0.362437695,0.008509757,0.011022804,0,0.14004159,0.149774611,0.077875398,0.478200853,0.465453804,0.480928212,0.062799498,0.069627061,0.078758679,0.011446714,0.014827085,0,0.685387313,0.688939869,0.795079648,0.303166002,0.296233058,0.204920337,0.323290646,0.657945275,0.018764066,0.323290646,0.657945275,0.018764066,0.153877988,0.73805815,0.108063847,0.323290646,0.657945275,0.018764066
Dadra & Nagar Haveli,Dadara & Nagar Havelli,26,496,496,0.313721806,0.732785463,0.31639412,0.629775345,0.135466859,0.606966257,0.056502815,0.131747648,0.076639608,0.3661713,0.434040368,0.384356618,0.027794497,0,0,0.113460094,0.098820284,0.228203937,0.460463405,0.363336533,0.38743943,0.092239216,0.136730179,0,0,0,0,0.544878006,0.369789004,0.694072127,0.455121994,0.630210996,0.305927902,0.313721806,0.629775345,0.056502815,0.313721806,0.629775345,0.056502815,0.431608617,0.398637116,0.169754252,0.313721806,0.629775345,0.056502815
Nandurbar,Maharashtra,27,497,497,0.460858315,,0.478632182,0.370204806,,0.409200519,0.168936893,,0.112167299,0.331259191,,0.341890603,0.014721482,,0.018794766,0.128596827,,0.112486772,0.390919596,,0.397712111,0.223542213,,0.206823379,0.024473118,,0.03124458,0.407504141,,0.419157356,0.568022728,,0.549598098,0.460858315,0.370204806,0.168936893,0.460858315,0.370204806,0.168936893,0.3861022,0.6138978,0,0.460858315,0.370204806,0.168936893
Dhule,Maharashtra,27,498,498,0.40304172,0.333333343,0.384733975,0.474152595,0.666666687,0.484518021,0.122805685,0,0.130748004,0.381991446,0.666666687,0.328945518,0.020076834,0,0,0.195768863,0,0.142977923,0.227053463,0.333333343,0.322159231,0.240538329,0,0.307757497,0,0,0,0.520536244,0.333333343,0.524008334,0.479463756,0.666666687,0.475991637,0.40304172,0.474152595,0.122805685,0.40304172,0.474152595,0.122805685,0.500120997,0.442594945,0.057284057,0.40304172,0.474152595,0.122805685
Jalgaon,Maharashtra,27,499,499,0.646046162,0.107565053,0.727342904,0.330177784,0.661127627,0.272657096,0.023776036,0.231307328,0,0.531932116,0.234165788,0.6302858,0.121550761,0.09808284,0,0.124457404,0.126600727,0.085488833,0.222059697,0.408361346,0.284225345,0.047914091,0.132789314,0.065375216,0,0,0,0.487152815,0.490262181,0.482903212,0.512847185,0.50973779,0.517096758,0.646046162,0.330177784,0.023776036,0.646046162,0.330177784,0.023776036,0.324272662,0.563272655,0.112454697,0.646046162,0.330177784,0.023776036
Buldana,Maharashtra,27,500,500,0.505120158,0.6195032,0.513961136,0.320080817,0.3804968,0.265702099,0.17479901,0,0.220336765,0.490876496,0.3804968,0.479367554,0,0,0,0.07255403,0,0.082350433,0.389046311,0.6195032,0.438282013,0.111559808,0,0.06037176,0,0,0,0.354788214,0.253664523,0.360682636,0.645211816,0.746335447,0.639317334,0.505120158,0.320080817,0.17479901,0.505120158,0.320080817,0.17479901,0.630856991,0.267565936,0.101577081,0.505120158,0.320080817,0.17479901
Akola,Maharashtra,27,501,501,0.36802271,0.647297382,0.390460968,0.430752248,0.352702618,0.33841905,0.201225042,0,0.271119982,0.56776613,0.309837013,0.687811315,0,0,0,0,0,0,0.343680233,0.607377529,0.16325976,0.08855363,0.08278548,0.14892894,0.048537388,0,0.08162988,0.25586611,0.300657421,0.295715928,0.695596516,0.699342549,0.6226542,0.36802271,0.430752248,0.201225042,0.36802271,0.430752248,0.201225042,0.323242843,0.676757157,0,0.36802271,0.430752248,0.201225042
Washim,Maharashtra,27,502,502,0.424482495,0,0.450671166,0.401570261,0.669967473,0.405235052,0.17394723,0.330032527,0.144093797,0.370086432,0.278327912,0.422837943,0.018638637,0,0,0.061383422,0.113311656,0.031605445,0.381791353,0.443344176,0.344429553,0.228597581,0.165016264,0.263652921,0.017669011,0,0,0.456041783,0.721672058,0.454971641,0.526289225,0.278327912,0.545028389,0.424482495,0.401570261,0.17394723,0.424482495,0.401570261,0.17394723,0.493468702,0.506531298,0,0.424482495,0.401570261,0.17394723
Amravati,Maharashtra,27,503,503,0.583203375,0.603509963,0.507380724,0.340511709,0.396490037,0.492619306,0.076284923,0,0,0.486018777,0.225811332,0.294851631,0,0,0,0.051965404,0.114983104,0,0.352321595,0.438965738,0.705148399,0.109694235,0.172759965,0,0,0.047479846,0,0.441004723,0.558986843,0.410296738,0.558995247,0.393533289,0.589703262,0.583203375,0.340511709,0.076284923,0.583203375,0.340511709,0.076284923,0.299867541,0.675614476,0.024517972,0.583203375,0.340511709,0.076284923
Wardha,Maharashtra,27,504,504,0.65216428,0.602281868,1,0.34783572,0.397718161,0,0,0,0,0.212324053,0.361736119,0.478417248,0.048009355,0.13237825,0,0.148415387,0.13237825,0,0.238629237,0.328097284,0,0.400631338,0.095553301,0.521582723,0,0,0,0.439441293,0.264756501,0.478417248,0.560558677,0.735243499,0.521582723,0.65216428,0.34783572,0,0.65216428,0.34783572,0,0.493422031,0.341009706,0.165568262,0.65216428,0.34783572,0
Nagpur,Maharashtra,27,505,505,0.305668056,0.659165025,0,0.694331944,0.200633183,1,0,0.140201777,0,0.50507164,0.5,1,0.162656382,0,0,0,0.140201777,0,0.332272023,0.359798223,0,0,0,0,0,0,0,0.422075748,0.320100904,0,0.577924252,0.679899096,1,0.305668056,0.694331944,0,0.305668056,0.694331944,0,0.571118414,0.331161529,0.097720049,0.305668056,0.694331944,0
Bhandara,Maharashtra,27,506,506,0.570248961,0.25,0.563116193,0.346379012,0.25,0.384126335,0.083371997,0.5,0.052757468,0.36823386,0.5,0.444737285,0,0,0,0.029174199,0,0,0.518395722,0.25,0.426321387,0.162247941,0.25,0.191865161,0.054083481,0,0.062923849,0.295273989,0.75,0.310466647,0.650642514,0.25,0.626609504,0.570248961,0.346379012,0.083371997,0.570248961,0.346379012,0.083371997,0.535482943,0.283957243,0.180559829,0.570248961,0.346379012,0.083371997
Gondiya,Maharashtra,27,507,507,0.193142101,0.285714298,0.191354573,0.729908109,0.571428597,0.737028062,0.076949775,0.142857149,0.071617357,0.445842087,0.428571433,0.37217775,0.026793756,0,0,0.12097735,0.142857149,0.209378868,0.302643299,0.428571433,0.346826017,0.177444115,0,0.20618172,0.026793756,0,0,0.496237636,0.571428597,0.606668532,0.476968616,0.428571433,0.393331468,0.193142101,0.729908109,0.076949775,0.193142101,0.729908109,0.076949775,0.225522637,0.697210133,0.077267215,0.193142101,0.729908109,0.076949775
Garhchiroli,Maharashtra,27,508,508,0.399390787,0.502000928,0.36428839,0.544749618,0.497999072,0.582139552,0.055859584,0,0.053572033,0.536055982,0.497999072,0.562365174,0.031416234,0,0.049233731,0.156925708,0.502000928,0.122922353,0.245256603,0,0.21792303,0.073663481,0,0.052360099,0,0,0,0.477478743,1,0.589343131,0.522521257,0,0.410656869,0.399390787,0.544749618,0.055859584,0.399390787,0.544749618,0.055859584,0.220811129,0.704351008,0.074837886,0.399390787,0.544749618,0.055859584
Chandrapur,Maharashtra,27,509,509,0.690499187,0.49323526,0.598110497,0.221909925,0.50676477,0.243663579,0.087590866,0,0.158225909,0.640603423,0.24661763,0.846614778,0,0,0,0.043511193,0.24661763,0,0.315885365,0.50676477,0.153385192,0.05286688,0,0,0.05286688,0,0,0.26245001,0.24661763,0.137511805,0.684683084,0.753382385,0.86248821,0.690499187,0.221909925,0.087590866,0.690499187,0.221909925,0.087590866,0.496980369,0.322814047,0.180205598,0.690499187,0.221909925,0.087590866
Yavatmal,Maharashtra,27,510,510,0.385975391,,0.267945021,0.420450062,,0.505625427,0.193574548,,0.226429537,0.51136893,,0.437067062,0.038290676,,0.075399816,0.016427105,,0,0.394835025,,0.487533122,0.112055033,,0.037699908,0.019145338,,0.037699908,0.377042204,,0.442899972,0.603812456,,0.51940012,0.385975391,0.420450062,0.193574548,0.385975391,0.420450062,0.193574548,0.310480505,0.560266614,0.129252896,0.385975391,0.420450062,0.193574548
Nanded,Maharashtra,27,511,511,0.495670468,0.53368336,0.48826313,0.368765295,0.349737495,0.336661309,0.135564238,0.11657916,0.175075531,0.409662753,0.11657916,0.442048192,0,0,0,0.108959816,0.067366704,0.113455422,0.416211307,0.349737495,0.36447379,0.093458407,0.582895815,0.104093313,0.0328025,0,0.056710675,0.500224888,0.53368336,0.404108405,0.466972589,0.46631664,0.539180934,0.495670468,0.368765295,0.135564238,0.495670468,0.368765295,0.135564238,0.368977547,0.423982412,0.207040042,0.495670468,0.368765295,0.135564238
Hingoli,Maharashtra,27,512,512,0.408644944,0.5,0.185739577,0.354100972,0.5,0.466779172,0.237254098,0,0.347481251,0.276407897,0,0.327898115,0,0,0,0.072402008,0,0.099467821,0.563575625,0.5,0.515521467,0.213266358,0.5,0.05711263,0.039651409,0.5,0,0.42858097,0,0.392156214,0.531767607,0.5,0.607843757,0.408644944,0.354100972,0.237254098,0.408644944,0.354100972,0.237254098,0.468707711,0.303312272,0.227980018,0.408644944,0.354100972,0.237254098
Parbhani,Maharashtra,27,513,513,0.571234226,0.403415442,0.641684473,0.271020025,0.293800086,0.358315498,0.157745734,0.302784443,0,0.364972562,0.239889473,0.427119076,0.018882886,0.126864597,0,0.103996471,0.039361626,0.082205631,0.399565876,0.26903978,0.382519186,0.185004249,0.464212745,0.214565411,0,0,0,0.454857558,0.418160141,0.655086517,0.545142412,0.581839859,0.344913453,0.571234226,0.271020025,0.157745734,0.571234226,0.271020025,0.157745734,0.515398681,0.374638677,0.10996265,0.571234226,0.271020025,0.157745734
Jalna,Maharashtra,27,514,514,0.468190104,0.255722314,0.602013171,0.309390992,0.659036934,0.254049242,0.222418904,0.085240766,0.143937603,0.475638568,0.325703591,0.344159752,0.034325141,0,0,0.180882797,0,0.283653468,0.144435689,0.418574095,0.21738711,0.219298139,0.340963066,0.26349321,0,0,0,0.434001893,0.155222058,0.547146678,0.565998137,0.844777942,0.452853322,0.468190104,0.309390992,0.222418904,0.468190104,0.309390992,0.222418904,0.440564036,0.384044409,0.17539154,0.468190104,0.309390992,0.222418904
Aurangabad,Maharashtra,27,515,515,0.260772914,0.38224417,0.16952695,0.327873379,0.395362794,0.16952695,0.411353678,0.222393036,0.660946131,0.555050075,0.503156722,0.846283197,0,0,0,0.081657276,0,0,0.22300519,0.415966868,0.153716832,0.220145538,0.080876425,0,0,0,0,0.38452059,0.540659964,0.357849807,0.61547941,0.459340036,0.642150164,0.260772914,0.327873379,0.411353678,0.260772914,0.327873379,0.411353678,0.406007409,0.425311565,0.168681026,0.260772914,0.327873379,0.411353678
Nashik,Maharashtra,27,516,516,0.371588796,0.242972568,0.362736046,0.561103404,0.443678617,0.637263954,0.0673078,0.31334883,0,0.295336157,0.641624808,0.330118805,0.055272665,0,0,0.087564379,0.05253559,0,0.479190856,0.260813236,0.669881225,0.149075508,0.045026381,0.181074709,0,0,0,0.498953462,0.487293869,0.653865874,0.501046538,0.512706161,0.346134096,0.371588796,0.561103404,0.0673078,0.371588796,0.561103404,0.0673078,0.43094188,0.412878722,0.156179413,0.371588796,0.561103404,0.0673078
Thane,Maharashtra,27,517,517,0.56833297,0.551190019,0.423130989,0.308938861,0.250744045,0.436760813,0.122728206,0.198065937,0.140108198,0.233090103,0.221584424,0.166112125,0.057539962,0.019775879,0.167775765,0.112155698,0.070589043,0.167775765,0.575196087,0.642158151,0.498336345,0.099820293,0.096895866,0.166112125,0,0,0,0.607342958,0.565344632,0.833887875,0.392657071,0.434655368,0.166112125,0.56833297,0.308938861,0.122728206,0.56833297,0.308938861,0.122728206,0.499546587,0.378691405,0.121762,0.56833297,0.308938861,0.122728206
Mumbai Suburban,Maharashtra,27,518,518,0.196643353,0.431957394,,0.803356647,0.469876021,,0,0.098166607,,0.196643353,0.514926612,,0,0,,0.163078651,0.0605007,,0.640277982,0.424572676,,0.196643353,0.145905793,,0,0,,0.163078651,0.247536048,,0.836921334,0.752463937,,0.196643353,0.803356647,0,0.196643353,0.803356647,0,0.288213938,0.668572843,0.043213211,0.196643353,0.803356647,0
Mumbai,Maharashtra,27,519,519,0,0.51272583,,1,0.203979269,,0,0.283294916,,0,0.173487872,,0,0,,1,0.142947018,,0,0.173487872,,0,0.510077238,,0,0,,1,0.663410664,,0,0.336589366,,0,1,0,0,1,0,0.628564715,0.245987535,0.125447765,0,1,0
Raigarh,Maharashtra,27,520,520,0.417066783,0.522341788,0.372032911,0.426238447,0.275465518,0.496043891,0.15669477,0.202192694,0.131923184,0.567477465,0.230381072,0.75197804,0,0.078554131,0,0.075205334,0,0.124010973,0.205420718,0.432573766,0,0.151896492,0.258491039,0.124010973,0,0,0,0.617689252,0.797807276,0.496043891,0.382310778,0.202192694,0.503956079,0.417066783,0.426238447,0.15669477,0.417066783,0.426238447,0.15669477,0.462025762,0.406899154,0.131075069,0.417066783,0.426238447,0.15669477
Pune,Maharashtra,27,521,521,0.830448627,,1,0.086125128,,0,0.083426222,,0,0.194910496,,0,0,,0,0,,0,0.721663296,,1,0.187566772,,0.197460428,0,,0,0.592810452,,0.592381239,0.407189578,,0.407618731,0.830448627,0.086125128,0.083426222,0.830448627,0.086125128,0.083426222,0.453520119,0.315750211,0.230729669,0.830448627,0.086125128,0.083426222
Ahmadnagar,Maharashtra,27,522,522,0.575685799,0.646443844,0.477614671,0.289099485,0.353556126,0.417908251,0.135214716,0,0.104477063,0.487254024,0.257513434,0.613368094,0,0,0,0.072274871,0,0.104477063,0.440471083,0.742486537,0.282154828,0,0,0,0,0,0,0.397604525,0.451978654,0.397473425,0.602395475,0.548021376,0.602526546,0.575685799,0.289099485,0.135214716,0.575685799,0.289099485,0.135214716,0.61798954,0.30036065,0.081649818,0.575685799,0.289099485,0.135214716
Bid,Maharashtra,27,523,523,0.475980788,0.256686747,0.572584867,0.332411796,0.614969909,0.277501017,0.191607431,0.128343374,0.149914086,0.454357833,0,0.374713749,0,0,0,0.099973932,0.385030121,0.113570437,0.422204226,0.486626506,0.511715829,0.046832796,0.128343374,0,0.023368793,0,0,0.480513185,0.628343344,0.424893081,0.496118039,0.371656626,0.575106919,0.475980788,0.332411796,0.191607431,0.475980788,0.332411796,0.191607431,0.604163885,0.297371089,0.098465003,0.475980788,0.332411796,0.191607431
Latur,Maharashtra,27,524,524,0.48837322,0.274404913,0.520034134,0.431588411,0.5,0.331849366,0.080038376,0.225595072,0.148116514,0.498361886,0.371897638,0.521440804,0,0,0,0.076823719,0,0.148116514,0.377697378,0.371897638,0.330442667,0.101841368,0.256204695,0,0.024537008,0,0,0.495110452,0.402507275,0.5924716,0.480352551,0.597492695,0.4075284,0.48837322,0.431588411,0.080038376,0.48837322,0.431588411,0.080038376,0.617230356,0.22289212,0.159877509,0.48837322,0.431588411,0.080038376
Osmanabad,Maharashtra,27,525,525,0.450191319,0.5,0.308573276,0.40276289,0,0.443996906,0.147045791,0.5,0.247429818,0.365638137,0,0.293992132,0.032778196,0,0.053672582,0.133654982,0,0.218853056,0.383579999,1,0.295365632,0.198891878,0.5,0.232782558,0.027618624,0,0.045224056,0.549007237,1,0.567733705,0.423374116,0,0.387042224,0.450191319,0.40276289,0.147045791,0.450191319,0.40276289,0.147045791,0.520605266,0.405273318,0.074121408,0.450191319,0.40276289,0.147045791
Solapur,Maharashtra,27,526,526,0.451510727,0.293508857,0.611409187,0.335297227,0.609583914,0.259060562,0.213192061,0.096907251,0.129530281,0.365896136,0.187935621,0.259060562,0,0,0,0.185547456,0.208271712,0.209535614,0.337541699,0.603792667,0.332478791,0.111014709,0.208271712,0.198925033,0,0.208271712,0,0.574695468,0.307966053,0.53140384,0.425304532,0.483762205,0.46859616,0.451510727,0.335297227,0.213192061,0.451510727,0.335297227,0.213192061,0.309656799,0.500817358,0.189525843,0.451510727,0.335297227,0.213192061
Satara,Maharashtra,27,527,527,0.565771997,0.550881267,0.768866062,0.256996006,0,0.113326207,0.177232012,0.449118733,0.117807746,0.485403389,0.183627084,0.442414194,0.064910084,0,0,0,0,0,0.401910663,0.367254168,0.557585776,0.165422618,0.449118733,0.214121893,0,0,0,0.532076359,0.367254168,0.440075696,0.467923611,0.632745802,0.559924304,0.565771997,0.256996006,0.177232012,0.565771997,0.256996006,0.177232012,0.365291446,0.447357297,0.187351272,0.565771997,0.256996006,0.177232012
Ratnagiri,Maharashtra,27,528,528,0.4644517,0.5,0.575132608,0.535548329,0.5,0.424867362,0,0,0,0.351680487,0.5,0.190169618,0,0,0,0.117649674,0,0.212014362,0.4836514,0.5,0.513084948,0.189377367,0,0.151103914,0.036831204,0,0.066372849,0.486910701,0.5,0.531443179,0.476258099,0.5,0.40218398,0.4644517,0.535548329,0,0.4644517,0.535548329,0,0.550227165,0.245958745,0.203814074,0.4644517,0.535548329,0
Sindhudurg,Maharashtra,27,529,529,0.59898454,,0.423561364,0.260034442,,0.576438606,0.140981019,,0,0.477189213,,0.25,0,,0,0.080483742,,0,0.300688922,,0.5,0.275290966,,0.75,0,,0,0.502182961,,0.75,0.497817039,,0.25,0.59898454,0.260034442,0.140981019,0.59898454,0.260034442,0.140981019,0.618893862,0.249454394,0.131651759,0.59898454,0.260034442,0.140981019
Kolhapur,Maharashtra,27,530,530,0.408252776,0.460373938,0.415860981,0.461874783,0.539626062,0.415860981,0.129872426,0,0.168278039,0.67117995,0.404097617,1,0.053270943,0.043472994,0,0.027105851,0.051569425,0,0.188179076,0.259205729,0,0.06026417,0.287097991,0,0,0.037347306,0,0.393174917,0.416900933,0.297675133,0.606825113,0.54575175,0.702324867,0.408252776,0.461874783,0.129872426,0.408252776,0.461874783,0.129872426,0.509864032,0.467655033,0.022480946,0.408252776,0.461874783,0.129872426
Sangli,Maharashtra,27,531,531,0.417875141,0.415178537,0.470533013,0.380435526,0.438616097,0.179392844,0.201689333,0.146205366,0.350074142,0.383537173,0.292410731,0.457533658,0,0,0,0.206505775,0.146205366,0.085676827,0.409957051,0.561383903,0.456789523,0,0,0,0,0,0,0.515978336,0.415178537,0.36805442,0.484021664,0.584821463,0.63194555,0.417875141,0.380435526,0.201689333,0.417875141,0.380435526,0.201689333,0.41240117,0.526503563,0.061095279,0.417875141,0.380435526,0.201689333
Adilabad,Andhra Pradesh,28,532,532,0.623316526,0.621242702,0.705712438,0.31529811,0.271038771,0.294287562,0.061385348,0.107718505,0,0.562358618,0.444398224,0.642334044,0.060463406,0.107718505,0.03365441,0.064702198,0.163320273,0.099445343,0.267990291,0.284562975,0.190379769,0.064481795,0,0.06492015,0.066728242,0,0.068372875,0.426877111,0.5,0.45098868,0.506394625,0.5,0.480638444,0.623316526,0.31529811,0.061385348,0.623316526,0.31529811,0.061385348,0.425100446,0.402350634,0.172548935,0.623316526,0.31529811,0.061385348
Nizamabad,Andhra Pradesh,28,533,533,0.426497251,0.333333343,0.470038146,0.334841132,0.666666687,0.30627951,0.238661602,0,0.223682359,0.714743495,0,0.741568565,0.066239975,0,0.080911495,0.110762216,0,0.090196669,0.071489088,0,0.042414837,0.071489088,1,0.087323241,0.036765251,0,0.044908408,0.288007468,1,0.261601716,0.675227284,0,0.69348985,0.426497251,0.334841132,0.238661602,0.426497251,0.334841132,0.238661602,0.547709525,0.452290475,0,0.426497251,0.334841132,0.238661602
