DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma_q1,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma_q1,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma_q1,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma,h_glucose_all_ma_q2,hh_glucose_all_ma_q2,l_glucose_all_ma_q2,h_glucose_all_ma_q3,hh_glucose_all_ma_q3,l_glucose_all_ma_q3,h_glucose_all_ma_q4,hh_glucose_all_ma_q4,l_glucose_all_ma_q4,h_glucose_all_ma_q5,hh_glucose_all_ma_q5,l_glucose_all_ma_q5
Ramgarh,Jharkhand,20,361,361,0.66263324,0.324424773,0,0.33736679,0.647322059,1,0,0.028253132,0,0.672194481,0.527894437,1,0,0,0,0,0,0,0.327805519,0.29180643,0,0,0.285643071,0,0,0.028253132,0,0.665172279,0.316053987,1,0.334827691,0.655692875,0,0.66263324,0.33736679,0,0.66263324,0.33736679,0,0.340740293,0.549949288,0.109310426,0.66263324,0.33736679,0
Dumka,Jharkhand,20,362,362,0.43977043,0.666666687,0.390384048,0.540784657,0.333333343,0.581302404,0.019444898,0,0.028313546,0.397116125,0.666666687,0.281598508,0,0,0,0.081419796,0,0.090729013,0.395092815,0.333333343,0.481839627,0.171939686,0,0.179008752,0.036968019,0,0.053828809,0.631071568,0.333333343,0.562824368,0.33196044,0.666666687,0.383346826,0.43977043,0.540784657,0.019444898,0.43977043,0.540784657,0.019444898,0.24975197,0.625372052,0.124875985,0.43977043,0.540784657,0.019444898
Jamtara,Jharkhand,20,363,363,0.499363929,0.115885429,0.42092362,0.440591037,0.768229127,0.516716361,0.060045034,0.115885429,0.062360052,0.525392294,0.231770858,0.552918851,0.018817281,0,0,0.159020931,0.217447907,0.149348944,0.27624613,0.55078125,0.266851425,0.078256324,0,0.117749557,0.019881772,0,0.029915407,0.489801854,0.65234369,0.50116396,0.490316361,0.34765628,0.468920618,0.499363929,0.440591037,0.060045034,0.499363929,0.440591037,0.060045034,0.488598526,0.480899572,0.030501878,0.499363929,0.440591037,0.060045034
Ranchi,Jharkhand,20,364,364,0.421922803,0.275642693,0.32947275,0.536139309,0.724357307,0.608101368,0.041937914,0,0.062425893,0.510191858,0.420369327,0.55602324,0,0,0,0,0.144726649,0,0.444954783,0.434904009,0.378591478,0.088065296,0.146709219,0.128377825,0,0,0,0.574432909,0.144726649,0.495578527,0.425567061,0.855273366,0.504421473,0.421922803,0.536139309,0.041937914,0.421922803,0.536139309,0.041937914,0.595027089,0.38917914,0.015793791,0.421922803,0.536139309,0.041937914
Khunti,Jharkhand,20,365,365,0.290359348,1,0.307908595,0.613803148,0,0.584885657,0.095837519,0,0.107205749,0.322845817,0,0.333833992,0,0,0,0.091586456,0,0.081542499,0.570961237,0,0.565037727,0.119997405,1,0.121119134,0.0164012,0,0.021992363,0.570074856,1,0.60295707,0.413523972,0,0.375050545,0.290359348,0.613803148,0.095837519,0.290359348,0.613803148,0.095837519,0.306218535,0.665863395,0.02791805,0.290359348,0.613803148,0.095837519
Gumla,Jharkhand,20,366,366,0.337873042,0,0.450266182,0.45224449,1,0.361062616,0.209882453,0,0.188671201,0.195171818,0.333333343,0.177434295,0,0,0,0.438395053,0,0.453613549,0.366433144,0.333333343,0.368952185,0,0.333333343,0,0,0,0,0.752911985,0.333333343,0.872768462,0.24708803,0.666666687,0.127231508,0.337873042,0.45224449,0.209882453,0.337873042,0.45224449,0.209882453,0.312809855,0.503608108,0.183582038,0.337873042,0.45224449,0.209882453
Simdega,Jharkhand,20,367,367,0.254432946,0.442566067,0.285097927,0.701281309,0.557433963,0.681783617,0.044285748,0,0.033118479,0.246784642,0.555179894,0.239300385,0.09346915,0,0.112255208,0.069231965,0,0.062674023,0.411361665,0.444820136,0.410746753,0.268883079,0.110359758,0.259663373,0.027576059,0,0.033118479,0.64562875,0.666666687,0.646166444,0.32679522,0.333333343,0.3207151,0.254432946,0.701281309,0.044285748,0.254432946,0.701281309,0.044285748,0,0.890161037,0.10983897,0.254432946,0.701281309,0.044285748
Pashchimi Singhbhum,Jharkhand,20,368,368,0.240673408,0.233080566,0.211680189,0.694638848,0.533838868,0.735386431,0.064687744,0.233080566,0.05293338,0.378350973,0.233080566,0.306559712,0,0,0,0.114059716,0,0.126188308,0.433440834,0.766919434,0.506988466,0.184161529,0,0.195621476,0.145386338,0,0.088930346,0.279854625,0,0.271971166,0.574759066,1,0.639098525,0.240673408,0.694638848,0.064687744,0.240673408,0.694638848,0.064687744,0.276764214,0.557246447,0.165989339,0.240673408,0.694638848,0.064687744
Saraikela-kharsawan,Jharkhand,20,369,369,0.493851483,0,0.493011743,0.464437574,0.611428499,0.506988287,0.041710943,0.388571501,0,0.381613702,0.69428575,0.398563385,0,0,0,0.102499098,0,0.108960144,0.3502886,0,0.439674914,0.198238015,0.30571425,0.103522234,0.028406372,0,0,0.646744728,1,0.71929276,0.32484892,0,0.28070727,0.493851483,0.464437574,0.041710943,0.493851483,0.464437574,0.041710943,0.564945638,0.336632758,0.098421611,0.493851483,0.464437574,0.041710943
Bargarh,Odisha,21,370,370,0.427844822,0.384562641,0.451166868,0.288252294,0.615437388,0.284085304,0.283902884,0,0.264747798,0.354761809,0,0.460425764,0.05280409,0,0,0.029230256,0.454398125,0,0.371042728,0,0.333373517,0.275882602,0.545601904,0.27070111,0,0,0,0.401965857,0.454398125,0.317125201,0.598034143,0.545601904,0.682874799,0.427844822,0.288252294,0.283902884,0.427844822,0.288252294,0.283902884,0.40416798,0.576147974,0.01968405,0.427844822,0.288252294,0.283902884
Jharsuguda,Odisha,21,371,371,0.559449375,0.391356021,0.617323995,0.319393158,0.558513343,0.244791895,0.121157482,0.050130654,0.137884125,0.508960307,0.290075153,0.664078057,0.046481173,0.046102233,0,0.066014893,0.187693909,0,0.378543615,0.324077755,0.335921943,0,0.096232884,0,0,0.046102233,0,0.467210859,0.562541783,0.503386974,0.532789171,0.391356021,0.496613055,0.559449375,0.319393158,0.121157482,0.559449375,0.319393158,0.121157482,0.379279137,0.510752738,0.109968141,0.559449375,0.319393158,0.121157482
Sambalpur,Odisha,21,372,372,0.633897841,0.760420263,0.693867028,0.242266193,0.123027436,0.225436032,0.123835988,0.116552278,0.080696963,0.59589237,0.397813112,0.597226262,0.072589859,0,0.091955267,0.086156413,0.116552278,0,0.245361343,0.239579722,0.310818464,0,0.246054873,0,0,0,0,0.400869608,0.34965685,0.322496086,0.599130392,0.65034318,0.677503943,0.633897841,0.242266193,0.123835988,0.633897841,0.242266193,0.123835988,0.458208174,0.458759934,0.083031878,0.633897841,0.242266193,0.123835988
Debagarh,Odisha,21,373,373,0.392902821,0.428571433,0.346097827,0.521847486,0.428571433,0.577546597,0.085249715,0.142857149,0.076355591,0.503690064,0,0.546486855,0,0,0,0.039156247,0.5,0,0.387840956,0.5,0.378311187,0.069312714,0,0.075201973,0,0,0,0.67228055,0.5,0.686918616,0.32771945,0.5,0.313081414,0.392902821,0.521847486,0.085249715,0.392902821,0.521847486,0.085249715,0.444903165,0.472390056,0.082706772,0.392902821,0.521847486,0.085249715
Sundargarh,Odisha,21,374,374,0.448844403,0.338135213,0.523606896,0.363797218,0.561593115,0.256411374,0.187358394,0.100271635,0.219981715,0.248677537,0.465198755,0.283292085,0.037778758,0,0.054257218,0.123497874,0.127611056,0.050471984,0.476728559,0.329165399,0.449234307,0.113317296,0.078024775,0.162744403,0,0,0,0.486687809,0.539901972,0.438535601,0.513312161,0.460098058,0.561464429,0.448844403,0.363797218,0.187358394,0.448844403,0.363797218,0.187358394,0.434669048,0.485729098,0.079601839,0.448844403,0.363797218,0.187358394
Kendujhar,Odisha,21,375,375,0.442260802,0.25,0.478789508,0.406161249,0.25,0.38792631,0.151577935,0.5,0.133284181,0.372824609,,0.317595601,0,,0,0.193452552,,0.210487962,0.361853957,,0.393718779,0.120516852,,0.131129563,0,,0,0.478534013,,0.520673633,0.521466017,,0.479326338,0.442260802,0.406161249,0.151577935,0.442260802,0.406161249,0.151577935,0.370118618,0.572562814,0.057318565,0.442260802,0.406161249,0.151577935
Mayurbhanj,Odisha,21,376,376,0.418225229,0.5,0.428774923,0.55187422,0.5,0.533748806,0.029900558,0,0.037476301,0.317720741,0.5,0.316856593,0,0,0,0.138919115,0,0.110852949,0.488256276,0.5,0.503997564,0.187488481,0,0.232363716,0,0,0,0.421481282,0,0.392753273,0.578518748,1,0.607246757,0.418225229,0.55187422,0.029900558,0.418225229,0.55187422,0.029900558,0.255879998,0.514890075,0.229229942,0.418225229,0.55187422,0.029900558
Baleshwar,Odisha,21,377,377,0.463020653,0,0.455879658,0.481393099,1,0.544120371,0.055586249,0,0,0.197368041,1,0.320400119,0.066782922,0,0.108412974,0.125812531,0,0,0.389148116,0,0.332359076,0.285071015,0,0.23882781,0,0,0,0.677728891,1,0.672014952,0.322271079,0,0.327985078,0.463020653,0.481393099,0.055586249,0.463020653,0.481393099,0.055586249,0.412551671,0.541103542,0.046344761,0.463020653,0.481393099,0.055586249
Bhadrak,Odisha,21,378,378,0.385805756,0.355128735,0.321607143,0.508225918,0.644871235,0.536943674,0.105968311,0,0.141449198,0.430173457,0.226184294,0.432652265,0,0,0,0.14034383,0.273815721,0.185424656,0.429482698,0.5,0.381923079,0,0.273815721,0,0,0,0,0.701402605,0.273815721,0.741188347,0.298597366,0.726184309,0.258811682,0.385805756,0.508225918,0.105968311,0.385805756,0.508225918,0.105968311,0.304236561,0.563842833,0.131920621,0.385805756,0.508225918,0.105968311
Kendrapara,Odisha,21,379,379,0.433961332,0,0.433961332,0.566038668,1,0.566038668,0,0,0,0.427697629,,0.452910274,0,,0,0.192383274,,0.20372422,0.379919112,,0.34336549,0,,0,0,,0,0.654320836,,0.633943141,0.345679164,,0.366056859,0.433961332,0.566038668,0,0.433961332,0.566038668,0,0.4183034,0.58169657,0,0.433961332,0.566038668,0
Jagatsinghapur,Odisha,21,380,380,0.336628944,0.5,0.179161146,0.537054598,0.5,0.664537966,0.126316488,0,0.156300873,0.410738081,1,0.508237123,0,0,0,0.126316488,0,0.156300873,0.318154126,0,0.156300873,0.14479129,0,0.179161146,0,0,0,0.536483228,0.5,0.663831055,0.463516742,0.5,0.336168975,0.336628944,0.537054598,0.126316488,0.336628944,0.537054598,0.126316488,0.363264829,0.534562111,0.102173038,0.336628944,0.537054598,0.126316488
Cuttack,Odisha,21,381,381,0.68544662,0,1,0.31455338,1,0,0,0,0,0.663742185,0,0.761205256,0,0,0,0.17257674,1,0,0,0,0,0.16368106,0,0.238794744,0,0,0,0.508224905,1,0.489678025,0.491775125,0,0.510321975,0.68544662,0.31455338,0,0.68544662,0.31455338,0,0.359339297,0.498104036,0.142556667,0.68544662,0.31455338,0
Jajapur,Odisha,21,382,382,0.290685385,0.231107578,0.347198397,0.54363054,0.512594938,0.54084456,0.165684089,0.256297469,0.111957066,0.385757357,0.256297469,0.342619658,0,0,0,0.262846082,0,0.328690171,0.351396561,0.743702531,0.328690171,0,0.256297469,0,0,0,0,0.867664814,0.743702531,0.83451426,0.132335186,0.256297469,0.165485725,0.290685385,0.54363054,0.165684089,0.290685385,0.54363054,0.165684089,0.331412017,0.579601526,0.088986427,0.290685385,0.54363054,0.165684089
Dhenkanal,Odisha,21,383,383,0.540173829,,0.548180223,0.420068175,,0.404361069,0.039757989,,0.047458705,0.226271525,,0.188584596,0,,0,0.190437272,,0.147143424,0.400256008,,0.455825239,0.235216439,,0.267872512,0.121803254,,0.138713703,0.660421073,,0.613275945,0.217775658,,0.248010367,0.540173829,0.420068175,0.039757989,0.540173829,0.420068175,0.039757989,0.331113309,0.603220105,0.065666609,0.540173829,0.420068175,0.039757989
Anugul,Odisha,21,384,384,0.268797189,0,0.200407967,0.548270643,0.5,0.638126075,0.182932168,0.5,0.161465958,0.41639629,1,0.343936473,0,0,0,0.042942554,0,0,0.540661156,0,0.656063497,0.155435935,0,0.265045941,0.112493388,0,0.191821247,0.370635092,0.5,0.343334973,0.516871512,0.5,0.46484381,0.268797189,0.548270643,0.182932168,0.268797189,0.548270643,0.182932168,0.469211251,0.429237753,0.101550989,0.268797189,0.548270643,0.182932168
Nayagarh,Odisha,21,385,385,0.183885261,0.5,0.201355323,0.645708561,0.5,0.612049043,0.170406163,0,0.186595649,0.557386935,0.25,0.610341609,0,0,0,0,0,0,0.442613065,0.5,0.389658391,0.173524722,0.25,0.095005237,0.173524722,0,0.095005237,0.255609244,0.5,0.279893458,0.570866048,0.5,0.625101268,0.183885261,0.645708561,0.170406163,0.183885261,0.645708561,0.170406163,0.420638323,0.526172519,0.053189136,0.183885261,0.645708561,0.170406163
Khordha,Odisha,21,386,386,0.435316801,0.730065942,0.228707552,0.564683199,0.144839644,0.771292448,0,0.125094399,0,0.320882976,0.626529336,0.558952272,0,0,0,0,0,0,0.679117024,0.285960883,0.441047728,0,0.230490223,0,0,0,0,0.606158137,0.428941339,0.526299357,0.393841892,0.571058631,0.473700672,0.435316801,0.564683199,0,0.435316801,0.564683199,0,0.295318186,0.471470565,0.233211249,0.435316801,0.564683199,0
Puri,Odisha,21,387,387,0.2387802,0.666666687,0.334308445,0.7612198,0,0.665691555,0,0.333333343,0,0.656876683,0.5,0.450666219,0,0,0,0,0,0,0.343123317,0.5,0.549333811,0,0,0,0,0,0,0,0.5,0,1,0.5,1,0.2387802,0.7612198,0,0.2387802,0.7612198,0,0.458971024,0.520888984,0.020139972,0.2387802,0.7612198,0
Ganjam,Odisha,21,388,388,0.534556448,0.586585402,1,0.465443552,0.269589782,0,0,0.143824816,0,0,0.291411668,0,0.210636601,0.122002929,0,0.534556448,0,1,0.254806936,0.586585402,0,0,0.291411668,0,0,0.143824816,0,0.745193064,0.413414598,1,0.254806936,0.442760587,0,0.534556448,0.465443552,0,0.534556448,0.465443552,0,0.322466135,0.544641614,0.132892251,0.534556448,0.465443552,0
Gajapati,Odisha,21,389,389,0.550531566,,0.577415228,0.411850601,,0.37667799,0.037617825,,0.04590679,0.578183651,,0.571209133,0.057444692,,0.075587176,0.044392999,,0.058413435,0.20968464,,0.219203055,0.110294037,,0.075587176,0,,0,0.486291975,,0.38941735,0.513707995,,0.61058265,0.550531566,0.411850601,0.037617825,0.550531566,0.411850601,0.037617825,0.438264638,0.50402981,0.057705544,0.550531566,0.411850601,0.037617825
Kandhamal,Odisha,21,390,390,0.458616376,0.217713311,0.445101857,0.49831304,0.782286704,0.503338456,0.043070603,0,0.051559653,0.46563071,0.346860081,0.492215544,0.123016402,0,0.107828297,0.045907915,0.217713311,0.056252822,0.297619313,0.435426623,0.293572426,0.085788786,0,0.072141863,0,0,0,0.583033264,0.653139949,0.519906163,0.416966766,0.346860081,0.480093837,0.458616376,0.49831304,0.043070603,0.458616376,0.49831304,0.043070603,0.519981444,0.480018556,0,0.458616376,0.49831304,0.043070603
Bauda,Odisha,21,391,391,0.487165719,,0.486077249,0.457536995,,0.446732342,0.055297267,,0.067190424,0.531972826,,0.541787982,0.105791494,,0.071878031,0.180139571,,0.163044825,0.182096109,,0.223289177,0.035408679,,0.043418694,0.035408679,,0.043418694,0.685378373,,0.724731624,0.279212922,,0.2318497,0.487165719,0.457536995,0.055297267,0.487165719,0.457536995,0.055297267,0.482386738,0.517613232,0,0.487165719,0.457536995,0.055297267
Subarnapur,Odisha,21,392,392,0.396362752,0.875,0.304239601,0.511613607,0,0.582493126,0.092023633,0.125,0.113267303,0.382220209,0.5,0.385330468,0.041408241,0,0.051962573,0.222336367,0.25,0.236838162,0.354035169,0.25,0.325868785,0.094354935,0.125,0,0.050170552,0,0.06295827,0.494426221,0.625,0.483967692,0.455403239,0.375,0.453074068,0.396362752,0.511613607,0.092023633,0.396362752,0.511613607,0.092023633,0.340699285,0.406337917,0.252962798,0.396362752,0.511613607,0.092023633
Balangir,Odisha,21,393,393,0.496971726,0.516183853,0.482318789,0.460353971,0.322544128,0.473763794,0.042674325,0.161272064,0.043917403,0.353860021,0,0.353860021,0,0,0,0.116252281,0,0.116252281,0.471306205,1,0.471306205,0.176015958,0,0.176015958,0.058852974,0,0.058852974,0.34834823,1,0.34834823,0.592798829,0,0.592798829,0.496971726,0.460353971,0.042674325,0.496971726,0.460353971,0.042674325,0.308471829,0.632299721,0.059228428,0.496971726,0.460353971,0.042674325
Nuapada,Odisha,21,394,394,0.519349635,1,0.499209017,0.392998964,0,0.35628441,0.087651409,0,0.144506589,0.469030201,,0.531304896,0,,0,0.110918574,,0.140185893,0.420051217,,0.328509212,0,,0,0.052036513,,0,0.555036187,,0.534136236,0.392927289,,0.465863764,0.519349635,0.392998964,0.087651409,0.519349635,0.392998964,0.087651409,0.361082941,0.530861974,0.108055063,0.519349635,0.392998964,0.087651409
Kalahandi,Odisha,21,395,395,0.570573092,1,0.557411015,0.320282429,0,0.320244819,0.109144494,0,0.122344144,0.641668439,0.5,0.684888721,0,0,0,0.120163091,0,0.136598036,0.077755406,0.5,0.088390172,0.160413072,0,0.090123042,0,0,0,0.518671036,0,0.589610696,0.481328964,1,0.410389274,0.570573092,0.320282429,0.109144494,0.570573092,0.320282429,0.109144494,0.226260856,0.603427827,0.170311317,0.570573092,0.320282429,0.109144494
Rayagada,Odisha,21,396,396,0.257859081,0,0.265954494,0.670876384,1,0.688065469,0.071264513,0,0.04598001,0.428004622,1,0.387363583,0.058459211,0,0.068865314,0.154695243,0,0.182231948,0.358840942,0,0.361539185,0.051933225,0,0.061177664,0,0,0,0.750620008,1,0.761879683,0.249380007,0,0.238120332,0.257859081,0.670876384,0.071264513,0.257859081,0.670876384,0.071264513,0.345886678,0.654113293,0,0.257859081,0.670876384,0.071264513
Nabarangapur,Odisha,21,397,397,0.306929916,0,0.304499567,0.663160026,0,0.684059978,0.02991008,1,0.011440459,0.275038332,1,0.285781473,0.079357944,0,0.027872784,0.084668823,0,0.094486587,0.530846059,0,0.558281362,0.115765363,0,0.129188925,0.061090708,0,0.068174474,0.618114233,0,0.584407151,0.320795089,1,0.347418398,0.306929916,0.663160026,0.02991008,0.306929916,0.663160026,0.02991008,0.358403474,0.496829212,0.144767314,0.306929916,0.663160026,0.02991008
Koraput,Odisha,21,398,398,0.320925504,1,0.322894692,0.56902796,0,0.583914936,0.110046543,0,0.093190335,0.374238998,0,0.37104702,0.047235206,0,0.050588813,0.163751334,0,0.175377354,0.331572831,0,0.313878,0.123231173,1,0.120506689,0,0,0,0.613766313,1,0.616106689,0.386233658,0,0.383893311,0.320925504,0.56902796,0.110046543,0.320925504,0.56902796,0.110046543,0.317249537,0.529622793,0.153127685,0.320925504,0.56902796,0.110046543
Malkangiri,Odisha,21,399,399,0.546112061,0.210051969,0.603677034,0.378163338,0.723743498,0.322892934,0.075724602,0.066204526,0.073430002,0.413295627,0.2283324,0.481001943,0.082129657,0,0.061818741,0.167118713,0.181111738,0.164226428,0.233715087,0.409444124,0.247158498,0.13622871,0.295277923,0.04579439,0.03524112,0.181111738,0,0.572042882,0.476389676,0.624590635,0.392715991,0.3424986,0.375409365,0.546112061,0.378163338,0.075724602,0.546112061,0.378163338,0.075724602,0.410719007,0.336579859,0.252701133,0.546112061,0.378163338,0.075724602
Koriya,Chhattisgarh,22,400,400,0.457646281,0.244389951,0.437573761,0.491933763,0.687045336,0.532340527,0.050419968,0.068564728,0.030085694,0.312262595,0.267874122,0.325745076,0,0,0,0.156834871,0.101919688,0.158728316,0.40962106,0.547906399,0.414403856,0.181766465,0.124531493,0.166677594,0.040390342,0.040068105,0.046423901,0.598599613,0.716469526,0.602510631,0.361010045,0.243462354,0.351065457,0.457646281,0.491933763,0.050419968,0.457646281,0.491933763,0.050419968,0.348739117,0.499358803,0.15190208,0.457646281,0.491933763,0.050419968
Surguja,Chhattisgarh,22,401,401,0.366200596,0.5,0.346174836,0.440550476,0,0.468196511,0.193248898,0.5,0.185628623,0.278963208,0.5,0.263577312,0,0,0,0.151163876,0,0.172097698,0.440580428,0.5,0.41712755,0.163104624,0,0.185692042,0.066257544,0,0.075433165,0.467247307,0.5,0.442965895,0.466495156,0.5,0.48160094,0.366200596,0.440550476,0.193248898,0.366200596,0.440550476,0.193248898,0.398701757,0.434468955,0.166829288,0.366200596,0.440550476,0.193248898
Jashpur,Chhattisgarh,22,402,402,0.354879975,0.129857942,0.318062097,0.633028686,0.870142043,0.665860116,0.01209134,0,0.016077789,0.29733783,0.376619309,0.27728337,0,0,0,0.119228251,0,0.123509578,0.505958676,0.246761367,0.513697684,0.105478257,0.376619309,0.122738987,0.013157589,0,0,0.635538578,0.376619309,0.668479443,0.351303846,0.623380661,0.331520587,0.354879975,0.633028686,0.01209134,0.354879975,0.633028686,0.01209134,0.418888718,0.581111312,0,0.354879975,0.633028686,0.01209134
Raigarh,Chhattisgarh,22,403,403,0.481236368,0.540532649,0.565123022,0.470180333,0.459467322,0.364961565,0.048583295,0,0.069915399,0.379179507,0.098509811,0.407360256,0,0,0,0.174345985,0.135133162,0.250898361,0.265296668,0.766357005,0.135202646,0.26965782,0,0.206538722,0.049710553,0,0.071537621,0.523699105,0.631223857,0.516539037,0.426590323,0.368776143,0.411923379,0.481236368,0.470180333,0.048583295,0.481236368,0.470180333,0.048583295,0.311813563,0.642040133,0.0461463,0.481236368,0.470180333,0.048583295
Korba,Chhattisgarh,22,404,404,0.409100235,0.345046133,0.421133101,0.415670246,0.493391186,0.440912902,0.175229535,0.161562696,0.137953967,0.320949316,0.477441609,0.332366645,0,0.04271365,0,0.055270057,0.023864876,0.073656462,0.495051563,0.397844166,0.441320986,0.189041331,0.138242349,0.233031973,0.047939282,0,0.018896749,0.507793605,0.437112272,0.561260819,0.444267124,0.562887728,0.419842422,0.409100235,0.415670246,0.175229535,0.409100235,0.415670246,0.175229535,0.250353724,0.500621974,0.249024302,0.409100235,0.415670246,0.175229535
Janjgir-champa,Chhattisgarh,22,405,405,0.442540646,1,0.476584762,0.557459354,0,0.523415208,0,0,0,0.386997372,1,0.339839816,0,0,0,0.1802053,0,0.194068268,0.432797343,0,0.466091901,0.082509853,0,0.088857234,0,0,0,0.669960618,0,0.644571066,0.330039412,1,0.355428934,0.442540646,0.557459354,0,0.442540646,0.557459354,0,0.297794312,0.601094484,0.101111218,0.442540646,0.557459354,0
