DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,district,h_glucose_all_ma,h_glucose_ur_ma,h_glucose_ru_ma,hh_glucose_all_ma,hh_glucose_ur_ma,hh_glucose_ru_ma,l_glucose_all_ma,l_glucose_ur_ma,l_glucose_ru_ma,h_bp_all_ma,h_bp_ur_ma,h_bp_ru_ma,l_bp_all_ma,l_bp_ur_ma,l_bp_ru_ma,hh_bp_all_ma,hh_bp_ur_ma,hh_bp_ru_ma,hhh_bp_all_ma,hhh_bp_ur_ma,hhh_bp_ru_ma,hhhh_bp_all_ma,hhhh_bp_ur_ma,hhhh_bp_ru_ma,hh_cbp_all_ma,hh_cbp_ur_ma,hh_cbp_ru_ma,h_cbp_all_ma,h_cbp_ur_ma,h_cbp_ru_ma,l_cbp_all_ma,l_cbp_ur_ma,l_cbp_ru_ma
Jamnagar,Gujarat,24,477,477,0.408574522,0.281674773,0.403998196,0.542838156,0.569993675,0.553332746,0.048587289,0.148331508,0.042669021,0.447814673,0.428922474,0.290505886,0,0,0,0.0906813,0.141996697,0.042489655,0.446070075,0.429080844,0.575422585,0.137844265,0,0.121181086,0.015276469,0,0.043662224,0.543183446,0.437424481,0.536247551,0.441540062,0.562575519,0.420090199
Porbandar,Gujarat,24,478,478,0.283497125,0.50129354,0.431086987,0.579156876,0.361231178,0.483113259,0.137346029,0.137475282,0.085799746,0.414385468,0.37283504,0.401240945,0,0,0,0.135533303,0.138465613,0.158884242,0.365826041,0.426060051,0.369226009,0.120815039,0.062639289,0.106286444,0,0,0.09335734,0.562348843,0.824964881,0.580318213,0.437651157,0.175035134,0.326324463
Junagadh,Gujarat,24,479,479,0.219835505,0.429994226,0.363610238,0.685189009,0.570005774,0.451779753,0.094975479,0,0.184610009,0.341648638,0.136960626,0.499100178,0.02876245,0,0.024035316,0.087247908,0.286593318,0.073767208,0.494995981,0.507235229,0.379823208,0.166068763,0.144990802,0.023274083,0.117959805,0,0,0.541133583,0.782746375,0.525639951,0.34090659,0.217253625,0.474360019
Amreli,Gujarat,24,480,480,0.382519782,0.671788752,0.392013937,0.541552365,0,0.497295827,0.075927846,0.328211248,0.110690236,0.355743766,0.343577474,0.316015512,0.029915186,0,0.028403727,0.104732469,0,0.14581275,0.375265718,0.656422496,0.480801493,0.176212028,0,0.166741058,0.044577979,0,0.055869367,0.561070502,0.343577474,0.452471763,0.394351482,0.656422496,0.491658866
Bhavnagar,Gujarat,24,481,481,0.267339587,0.463929445,0.302744329,0.669486105,0.439460427,0.626201093,0.0631743,0.096610114,0.0710546,0.381726027,0.360397756,0.447347611,0.047456391,0,0.053875752,0.143621624,0.223397493,0.088982657,0.394907713,0.27441898,0.255297363,0.114662789,0.159949124,0.181501836,0.070583999,0,0,0.591073692,0.511188209,0.575242281,0.338342279,0.488811791,0.424757749
Anand,Gujarat,24,482,482,0.464219093,0.33217752,0.417092919,0.485338122,0.568892002,0.501030087,0.05044277,0.098930471,0.081876993,0.266678005,0.1520468,0.314175814,0.049458895,0,0.033122864,0.079638913,0.10412845,0.106049187,0.408405066,0.608044922,0.416123658,0.316138268,0.378365308,0.232564032,0.042100985,0.030275093,0,0.527456403,0.468485624,0.614753366,0.430442631,0.5012393,0.385246634
Kheda,Gujarat,24,483,483,0.454692453,0.256267548,0.347574264,0.545307517,0.743732452,0.50878793,0,0,0.143637791,0.591595531,0.243732452,0.514398158,0,0,0,0.097616136,0,0.105467349,0.213172212,0.756267548,0.293053865,0.097616136,0,0.087080665,0,0,0.024064034,0.304235756,0.5,0.495856702,0.695764244,0.5,0.480079263
Panch Mahals,Gujarat,24,484,484,0.345080018,0.359761894,0.343401253,0.621804953,0.640238106,0.546383977,0.033115022,0,0.110214777,0.123217799,0.475790054,0.393773407,0,0,0.059842624,0.09669517,0,0.148964718,0.703452766,0.524209917,0.261075646,0.157850966,0,0.185702309,0,0,0,0.391221613,0.31048438,0.390195578,0.608778358,0.68951565,0.609804392
Dohad,Gujarat,24,485,485,0.269397169,0.25,0.289695263,0.620946169,0.75,0.552365482,0.109656647,0,0.15793927,0.24368608,0.75,0.409862429,0,0,0,0,0,0.131755993,0.75631392,0.25,0.458381563,0.444943964,0,0.15793927,0,0,0,0.46977219,0,0.68412149,0.53022784,1,0.31587854
Vadodara,Gujarat,24,486,486,0.338684827,0.434234291,0.543584883,0.497081131,0.417375147,0.404261231,0.164234042,0.148390546,0.052153863,0.250876606,0.397911459,0.258940101,0,0,0,0.065961353,0,0,0.462027758,0.218026355,0.516736984,0.280799448,0.602088511,0.331175506,0.056046229,0.228497401,0.10177359,0.400220543,0.373591125,0.319597095,0.543733239,0.397911459,0.578629315
Narmada,Gujarat,24,487,487,0.255603909,0,0.391799957,0.658237875,1,0.394767463,0.086158201,0,0.21343261,0.078561462,0,0.389228672,0,0,0,0.037200373,0,0.152262226,0.840966165,1,0.3463265,0.154519901,0.627113581,0.160460502,0,0,0,0.435141951,0.627113581,0.496082902,0.564858079,0.372886419,0.503917098
Bharuch,Gujarat,24,488,488,0.426152915,0.393524647,0.391451061,0.408943385,0.371428698,0.451196402,0.164903715,0.235046655,0.157352552,0.38414523,0.355724663,0.375889659,0,0,0.033855129,0.078377299,0.191931918,0.098280467,0.457988292,0.338843316,0.413287073,0.197659761,0.21957919,0.078687653,0,0,0,0.615092099,0.530775249,0.58107549,0.384907901,0.469224751,0.41892451
The Dangs,Gujarat,24,489,489,0.465255529,0.491730183,0.491787583,0.389295876,0.508269846,0.508212447,0.145448595,0,0,0.441227227,1,0.251085252,0.048939347,0,0,0.099087432,0,0.508212447,0.410745978,0,0.240702316,0.109053403,0,0.240702316,0,0,0,0.612957597,0.491730183,1,0.387042433,0.508269846,0
Navsari,Gujarat,24,490,490,0.306753159,0.252515376,0.485171348,0.57523942,0.654327393,0.448089987,0.118007421,0.093157239,0.06673868,0.291439414,0.340352863,0.218245864,0,0,0.062667146,0.090356022,0.191634208,0.150357693,0.470612556,0.33974129,0.323123872,0.303275436,0.288478881,0.300716996,0.063441977,0.017738177,0.034540195,0.548964798,0.778911591,0.585684478,0.38759321,0.203350231,0.379775316
Valsad,Gujarat,24,491,491,0.375597239,0.419876635,0.365013421,0.497715265,0.5072667,0.520796299,0.126687482,0.072856657,0.114190266,0.319513768,0.433915436,0.385758162,0,0,0,0.090307474,0.351986825,0.074874312,0.436877877,0.141241089,0.392946064,0.198646918,0.072856657,0.179787531,0.02248624,0.072856657,0.042643085,0.542531013,0.642048478,0.42003414,0.434982717,0.285094857,0.53732276
Surat,Gujarat,24,492,492,0.397862107,0.44596681,0.248274669,0.487249404,0.538034379,0.751725316,0.114888497,0.015998783,0,0.338539183,0.438203096,0,0.072106272,0.019635931,0,0.086863838,0.112062357,0,0.426890761,0.350916743,1,0.088457689,0.132500023,0.333333343,0,0,0,0.516582847,0.586835682,0.666666687,0.483417124,0.413164318,0.333333343
Tapi,Gujarat,24,493,493,0.235937729,0.452508241,0.563417137,0.702142477,0.547491789,0.365598977,0.061919793,0,0.070983879,0.224569276,0.220984757,0.323074013,0,0.10552226,0,0.175664648,0,0.142925546,0.473091304,0.567970753,0.381778717,0.237250417,0.10552226,0.152221724,0.056589082,0,0.037602231,0.594157755,0.653014004,0.517074466,0.349253178,0.346985966,0.445323318
Diu,Daman & Diu,25,494,494,0.431961685,0.3643516,0.53136301,0.424509406,0.594552219,0.325556904,0.143528938,0.041096162,0.1430801,0.391449183,0.448389292,0.357700258,0.009749074,0,0.014158666,0.163364217,0.152562946,0.1430801,0.379844755,0.362775534,0.413520902,0.111032158,0.03627225,0.07154005,0.049259532,0,0.07154005,0.448890626,0.464017361,0.427679569,0.50184983,0.535982668,0.500780344
Daman,Daman & Diu,25,495,495,0.153877988,0.257618278,0,0.73805815,0.570554078,1,0.108063847,0.171827614,0,0.218886018,0.168319091,0,0,0,0,0.176315486,0.026527243,0.392055959,0.604798496,0.757798791,0.607944012,0.071520321,0.157273218,0,0,0,0,0.698265612,0.443329841,0.781901062,0.301734418,0.556670129,0.218098938
Dadra & Nagar Haveli,Dadara & Nagar Havelli,26,496,496,0.431608617,0.400077075,0.316630214,0.398637116,0.477267593,0.545577466,0.169754252,0.122655325,0.137792304,0.253641725,0.443863094,0.312843829,0.02503714,0,0.036993671,0.02850646,0.046100177,0.206843406,0.552553952,0.452801466,0.370849371,0.269883096,0.325636029,0.072469719,0,0.05877794,0,0.361989915,0.478810281,0.591833591,0.638010085,0.462411791,0.408166438
Nandurbar,Maharashtra,27,497,497,0.3861022,0.333333343,0.339820236,0.6138978,0.666666687,0.339820236,0,0,0.320359528,0.3861022,0,0.339820236,0,0,0.339820236,0,0.333333343,0,0.3861022,0.666666687,0.320359528,0.227795571,0,0.320359528,0,0,0,0.6138978,0.833333313,0.320359528,0.3861022,0.166666672,0.679640472
Dhule,Maharashtra,27,498,498,0.500120997,0.151901349,0.348027736,0.442594945,0.626281023,0.546564639,0.057284057,0.221817613,0.105407648,0.487158805,0.151901349,0.347110718,0.034087777,0,0.055176206,0,0.207510069,0.056808617,0.232184112,0.245462954,0.429054141,0.246569321,0.395125628,0.111850336,0,0,0,0.645656228,0.520650566,0.39517802,0.354343742,0.479349405,0.60482198
Jalgaon,Maharashtra,27,499,499,0.324272662,0.54163605,0.504318357,0.563272655,0.45836398,0.240266368,0.112454697,0,0.255415291,0.245922044,0.139805868,0.163897589,0.052646868,0,0,0.181621492,0.062175833,0,0.324509293,0.549363136,0.580687106,0.382452369,0.37295866,0.171838433,0,0.040126827,0.083576858,0.497002065,0.442861587,0.237010241,0.502997935,0.517011583,0.679412901
Buldana,Maharashtra,27,500,500,0.630856991,1,0.384494871,0.267565936,0,0.550273001,0.101577081,0,0.065232098,0.342238575,0,0.634282649,0,0,0,0,0,0,0.473993093,1,0.365717381,0.377488226,0,0.089496113,0,0,0,0.361241281,1,0.367007285,0.638758719,0,0.632992744
Akola,Maharashtra,27,501,501,0.323242843,0.520687699,0.421647668,0.676757157,0.331023186,0.294550568,0,0.148289129,0.283801764,0.402197272,0.091442049,0.532396376,0.064140491,0,0,0.03470033,0.069189936,0,0.352415323,0.668648779,0.3696329,0.146546572,0.262339264,0.152473494,0,0,0.043488104,0.452161491,0.508344829,0.306503624,0.547838509,0.491655171,0.650008261
Washim,Maharashtra,27,502,502,0.493468702,0.296771675,0.37017408,0.506531298,0.703228354,0.545232892,0,0,0.084593028,0.409298003,0,0.410023868,0,0,0,0.124862254,0,0.189219967,0.346916378,1,0.40075618,0.293751419,0,0.08887849,0,0,0,0.479937315,0.422013253,0.512879193,0.520062685,0.577986777,0.487120807
Amravati,Maharashtra,27,503,503,0.299867541,0.292847663,0.357272387,0.675614476,0.42712909,0.442772806,0.024517972,0.280023247,0.199954808,0.244909778,0.42712909,0.223425701,0.030440012,0,0,0.078723833,0,0.087398559,0.566450417,0.280023247,0.318077594,0.196350247,0.432859302,0.419335306,0,0,0.048237178,0.426839441,0.432859302,0.396564543,0.573160589,0.567140698,0.555198312
Wardha,Maharashtra,27,504,504,0.493422031,0.452435613,0.42157042,0.341009706,0.547564387,0.417838246,0.165568262,0,0.160591334,0.481319338,0.569820344,0.561256409,0,0,0.078109562,0.06428507,0.072530404,0,0.365232944,0.26223442,0.262372255,0.128797606,0.122344919,0.098261751,0.082861155,0,0,0.438344121,0.399815559,0.458895773,0.478794724,0.600184441,0.541104257
Nagpur,Maharashtra,27,505,505,0.571118414,0.368687749,0.363467038,0.331161529,0.562419534,0.556727767,0.097720049,0.068892695,0.079805173,0.290520132,0.285908014,0.367585421,0.005983956,0.007858046,0.039902586,0,0.063012183,0.11942856,0.532272398,0.622540772,0.393278271,0.249326572,0.084156841,0.156823426,0,0,0,0.445840389,0.674544513,0.673648596,0.554159641,0.325455487,0.326351374
Bhandara,Maharashtra,27,506,506,0.535482943,0.502900422,0.309445828,0.283957243,0.248549789,0.569790244,0.180559829,0.248549789,0.120763905,0.512142003,0,0.432057053,0,0,0,0.100814141,0,0.07284607,0.285864443,1,0.377346069,0.14010182,0,0.188721076,0,0,0,0.353728563,1,0.49812752,0.646271408,0,0.50187248
Gondiya,Maharashtra,27,507,507,0.225522637,0,0.634608984,0.697210133,1,0.365391016,0.077267215,0,0,0.463219732,0.3062208,0.470138699,0,0,0,0.074127711,0,0.161222011,0.317040324,0.3062208,0.282588512,0.233990416,0.38755843,0.086050779,0.074127711,0,0,0.451045275,1,0.429365784,0.474826992,0,0.570634246
Garhchiroli,Maharashtra,27,508,508,0.220811129,0.333776802,0.256671429,0.704351008,0.666223228,0.743328571,0.074837886,0,0,0.526835442,0.166888401,0.655394971,0,0,0,0.198137477,0,0.048681069,0.194135442,0.499334812,0.233201861,0.198137477,0.333776802,0.127150387,0,0,0,0.546052158,0.333776802,0.364753664,0.453947872,0.666223228,0.635246336
Chandrapur,Maharashtra,27,509,509,0.496980369,0.358243585,0.617643118,0.322814047,0.505996644,0.265864789,0.180205598,0.135759771,0.116492085,0.256277233,0.169944406,0.141539976,0,0,0,0.149169713,0.092401221,0.374524146,0.461479455,0.543932915,0.3674438,0.30063954,0.382799208,0.116492085,0,0.051049404,0,0.149169713,0.667209804,0.774096191,0.850830257,0.281740785,0.225903824
Yavatmal,Maharashtra,27,510,510,0.310480505,0,0.266012758,0.560266614,1,0.612837493,0.129252896,0,0.121149726,0.613350153,0.333333343,0.516992569,0.111206949,0,0.051585704,0.0770588,0.666666687,0,0.198384106,0,0.431421697,0.04499732,0,0.102838263,0,0,0.057674132,0.543517351,0.666666687,0.30475533,0.456482649,0.333333343,0.63757056
Nanded,Maharashtra,27,511,511,0.368977547,0.382199943,0.329891562,0.423982412,0.5,0.598909616,0.207040042,0.117800064,0.071198799,0.175318033,0.117800064,0.319501579,0,0,0.033479162,0.028622851,0,0.066958323,0.470778435,0.308900028,0.471722186,0.469239593,0.573299885,0.183211043,0.099064603,0,0,0.277820885,0,0.319493175,0.623114526,1,0.680506825
Hingoli,Maharashtra,27,512,512,0.468707711,0.417170525,0.450071961,0.303312272,0.251511574,0.453380138,0.227980018,0.331317872,0.096547924,0.328024566,0.582829475,0.44919011,0,0,0.093645751,0.16950886,0,0,0.416789442,0.165658936,0.363518387,0.121799372,0.251511574,0.198094785,0,0,0,0.346150815,0.251511574,0.370465726,0.653849185,0.748488426,0.629534245
Parbhani,Maharashtra,27,513,513,0.515398681,0.611871779,0.734425366,0.374638677,0.388128191,0.08701928,0.10996265,0,0.17855534,0.385849118,0,0.33182773,0.016954206,0,0,0.028421359,0,0,0.522823751,1,0.423363805,0.178471982,0.388128191,0.244808465,0.045951564,0,0,0.515595138,0.388128191,0.460721046,0.438453317,0.611871779,0.539278924
Jalna,Maharashtra,27,514,514,0.440564036,0.757138252,0.503181279,0.384044409,0.242861748,0.374285638,0.17539154,0,0.122533076,0.143495664,0.151427656,0.473057657,0,0,0.074324936,0,0,0.114122219,0.856504321,0.848572373,0.281434059,0.13887994,0.151427656,0.090581916,0,0,0,0.425871283,0.394289404,0.553504348,0.574128747,0.605710626,0.446495622
Aurangabad,Maharashtra,27,515,515,0.406007409,0.492336661,0.386057973,0.425311565,0.507663369,0.506926537,0.168681026,0,0.107015468,0.400714099,0.506003022,0.493222177,0.041887663,0,0.100930311,0.153591633,0,0,0.245943695,0.404302657,0.40584752,0.157862902,0.194563776,0,0,0,0,0.506414652,0.493997008,0.490535378,0.493585378,0.506003022,0.509464622
Nashik,Maharashtra,27,516,516,0.43094188,0.526748955,0.433647335,0.412878722,0.473251015,0.566352665,0.156179413,0,0,0.407452792,0.422831059,0.466382265,0.038910083,0,0,0.155156359,0,0.178659827,0.360197842,0.577168941,0.282706678,0.103268072,0,0.138434425,0.038282923,0.162213191,0,0.422358215,0.133065566,0.638866723,0.539358854,0.704721212,0.361133277
Thane,Maharashtra,27,517,517,0.499546587,0.195701316,0.25,0.378691405,0.770173728,0.25,0.121762,0.034124967,0.5,0.621308565,0.324232608,0.666666687,0,0,0,0.242617175,0.063678607,0,0.13607423,0.612088799,0.333333343,0.13607423,0.031839304,0.333333343,0,0,0,0.742163777,0.492840558,0.333333343,0.257836223,0.507159472,0.666666687
Mumbai Suburban,Maharashtra,27,518,518,0.288213938,0.09376277,,0.668572843,0.528072476,,0.043213211,0.378164768,,0.444513828,0.709910929,,0,0,,0.092882603,0,,0.290884346,0.290089101,,0.230976477,0.109901391,,0,0,,0.534637928,0.210908085,,0.465362042,0.789091885,
Mumbai,Maharashtra,27,519,519,0.628564715,0.564199746,,0.245987535,0.435800254,,0.125447765,0,,0.270327777,0.252200276,,0.075980462,0,,0.138945729,0.081053793,,0.337652564,0.344541013,,0.177093461,0.322204918,,0,0,,0.687848032,0.493752748,,0.312151998,0.506247222,
Raigarh,Maharashtra,27,520,520,0.462025762,0.311608762,0.301273167,0.406899154,0.607173502,0.698726833,0.131075069,0.081217766,0,0.32381314,0.081217766,0.395703495,0,0,0.117416449,0,0.192937046,0.041880101,0.542798102,0.725845218,0.444999963,0.202070519,0,0.183856711,0.045046639,0,0,0.358115613,0.881328285,0.641083419,0.596837759,0.1186717,0.358916581
Pune,Maharashtra,27,521,521,0.453520119,0.416847885,0.292343825,0.315750211,0.407434404,0.517569304,0.230729669,0.175717726,0.190086856,0.555504441,0.473328561,0.459948301,0.050685328,0,0.035018187,0.050999675,0,0.036643915,0.203237161,0.470190734,0.361231893,0.118332319,0,0.235619456,0.01277978,0,0,0.391239375,0.410572231,0.281949848,0.595980883,0.589427769,0.718050122
Ahmadnagar,Maharashtra,27,522,522,0.61798954,0.58971417,0.354815394,0.30036065,0.273523897,0.373036087,0.081649818,0.136761948,0.27214855,0.256447732,0.501021862,0.377713472,0.138698131,0,0.031234115,0.118343577,0,0.076819688,0.404860735,0.164963514,0.319874674,0.151131198,0.498978108,0.277293742,0.06948138,0.082481757,0,0.442224652,0.583503664,0.399488956,0.488293946,0.334014595,0.600511074
Bid,Maharashtra,27,523,523,0.604163885,0,0.534047425,0.297371089,1,0.216281667,0.098465003,0,0.249670938,0.264405906,0,0.60570085,0,0,0,0.087714449,0,0.108956456,0.64787966,1,0.177163854,0,1,0.108178869,0,0,0.035760742,0.543425739,0,0.404384762,0.456574291,1,0.559854507
Latur,Maharashtra,27,524,524,0.617230356,0.216132268,0.368851691,0.22289212,0.567735434,0.566878438,0.159877509,0.216132268,0.064269878,0.199195817,0.432264537,0.527324736,0.060364883,0,0.025114473,0,0,0.103487924,0.583349884,0.567735434,0.276142389,0.330573469,0.189245149,0.067930505,0,0,0,0.391061366,0.378490299,0.407320023,0.608938634,0.621509671,0.592679977
Osmanabad,Maharashtra,27,525,525,0.520605266,0.333333343,0.400958419,0.405273318,0.333333343,0.459366351,0.074121408,0.333333343,0.139675245,0.261400402,0.333333343,0.369311005,0,0,0,0,0.333333343,0.147140488,0.531751335,0.333333343,0.302349925,0.291826904,0,0.254858315,0.062426329,0,0,0.567840993,0.666666687,0.660100222,0.369732678,0.333333343,0.339899778
Solapur,Maharashtra,27,526,526,0.309656799,0.384499252,0.681933105,0.500817358,0.564465463,0.318066895,0.189525843,0.051035255,0,0.363786072,0.337257773,0.231672361,0,0,0,0.116794206,0.162742242,0.113689095,0.399332523,0.440594286,0.540943384,0.186000079,0.116780765,0.18256633,0.020619534,0,0,0.466579199,0.509433866,0.590861082,0.51280129,0.490566134,0.409138888
Satara,Maharashtra,27,527,527,0.365291446,0.677688718,0.560187042,0.447357297,0.322311282,0.272595793,0.187351272,0,0.167217165,0.477847636,0.322311282,0.322731942,0.103802808,0,0,0.038638558,0,0.182888955,0.273155421,0,0.330594003,0.169604838,0.677688718,0.271991909,0.029646967,0,0.043022312,0.380648822,0.355377436,0.369192481,0.589704216,0.644622564,0.587785184
Ratnagiri,Maharashtra,27,528,528,0.550227165,0.5,0.330400974,0.245958745,0,0.565838635,0.203814074,0.5,0.103760429,0.069500789,0,0.397877634,0,0,0.064591072,0.175156236,0,0.136348754,0.449772835,0,0.21969904,0.480726391,1,0.233363718,0.234767631,0.5,0,0.419813275,0.5,0.660528004,0.345419079,0,0.339471966
Sindhudurg,Maharashtra,27,529,529,0.618893862,0,0.435373992,0.249454394,0.513504565,0.564626038,0.131651759,0.486495465,0,0.362654477,0,0.300431818,0,0,0,0,0.256752282,0,0.211136594,0.486495465,0.604002178,0.426208913,0.256752282,0.292682171,0.211136594,0,0,0.426208913,0.513504565,0.086025499,0.362654477,0.486495465,0.913974524
Kolhapur,Maharashtra,27,530,530,0.509864032,0.499910146,0.410415918,0.467655033,0.452190459,0.589584112,0.022480946,0.047899388,0,0.371675968,0.163849398,0.398784935,0.01975737,0.050277453,0.050639722,0.096937172,0,0.12155617,0.427455425,0.676702261,0.287831903,0.33638072,0.346491069,0.215178192,0.053615388,0,0,0.471299469,0.549183309,0.503872931,0.475085139,0.450816691,0.496127099
Sangli,Maharashtra,27,531,531,0.41240117,0.517392993,0.250865221,0.526503563,0.482606977,0.582140148,0.061095279,0,0.166994631,0.21182467,0.149273649,0.317728788,0.035053354,0.149273649,0.08418566,0.087376222,0.149273649,0.080338538,0.508728862,0.368119359,0.395365894,0.157940298,0.517392993,0.213507041,0.127724335,0.149273649,0.051251259,0.607983828,0.517392993,0.571523368,0.264291823,0.333333343,0.377225339
Adilabad,Andhra Pradesh,28,532,532,0.425100446,1,0.471378475,0.402350634,0,0.357140392,0.172548935,0,0.171481133,0.637650669,0,0.476745069,0,0,0.112449311,0,0,0.059073042,0.264378816,0.666666687,0.239951715,0.287770927,0.666666687,0.177513063,0,0,0,0.189800411,0.666666687,0.298356324,0.810199559,0.333333343,0.701643705
Nizamabad,Andhra Pradesh,28,533,533,0.547709525,0.637791932,0.374838769,0.452290475,0.202760115,0.430859715,0,0.159447983,0.194301516,0.538106382,0.521656096,0.47572422,0,0,0.050144911,0.164571717,0,0.090980455,0.217183247,0.478343934,0.330176353,0.16423279,0,0.143421233,0,0,0,0.407291114,0.263776928,0.521446645,0.592708886,0.736223102,0.478553355
Karimnagar,Andhra Pradesh,28,534,534,0.507139027,1,0.465861142,0.492861003,0,0.365713596,0,0,0.168425262,0.493049651,0,0.382351309,0,0,0.030751817,0,0,0.0738573,0.230088264,0,0.34615618,0.445782661,1,0.232728347,0,0,0,0.276673466,0,0.532333255,0.723326564,1,0.467666745
Medak,Andhra Pradesh,28,535,535,0.631677926,,0.52842766,0.368322104,,0.298382312,0,,0.173190057,0.407312751,,0.216724023,0,,0.044598132,0.06788411,,0.044598132,0.298548609,,0.574967146,0.226254538,,0.201835021,0,,0.042863976,0.366432726,,0.56143862,0.633567274,,0.395697415
Hyderabad,Andhra Pradesh,28,536,536,0.470908672,0.333916605,,0.451076478,0.641633153,,0.078014851,0.024450233,,0.46471113,0.360047907,,0.068402752,0,,0.098528109,0.092796698,,0.209287047,0.421469599,,0.24715808,0.125685796,,0.070323341,0,,0.521053314,0.092796698,,0.408623308,0.907203317,
Rangareddy,Andhra Pradesh,28,537,537,0.51864773,0.71040076,0.408566207,0.300928533,0.238626972,0.363723993,0.180423722,0.050972246,0.227709815,0.401306599,0.624006212,0.1189114,0.057953261,0.080902971,0.099182017,0.127723336,0,0.16071336,0.299849689,0.295090795,0.403099805,0.113167122,0,0.279762208,0,0,0.061668798,0.432861537,0.463395268,0.47798878,0.567138493,0.536604762,0.460342407
Mahbubnagar,Andhra Pradesh,28,538,538,0.497367233,0.514475703,0.651178002,0.502632797,0.485524327,0.244806036,0,0,0.104015946,0.426459461,0.271713525,0.532233894,0,0,0.104579799,0,0,0.055429038,0.493125737,0.728286445,0.208977401,0.170419693,0,0.098779842,0.173097938,0,0.099686034,0.576067567,0.242762163,0.376434743,0.250834465,0.757237852,0.52387923
Nalgonda,Andhra Pradesh,28,539,539,0.567202747,0.75,0.58635658,0.301695943,0.25,0.142452806,0.131101295,0,0.271190584,0.216767177,0.75,0.48218143,0,0,0,0,0,0.069368795,0.783232808,0.25,0.272138953,0.149910852,0,0.210428044,0,0,0,0.244980559,0,0.278615803,0.755019426,1,0.721384227
Warangal,Andhra Pradesh,28,540,540,0.370895684,0.459268093,0.774537563,0.629104316,0.540731907,0.15268892,0,0,0.072773494,0.281974852,0,0.35563612,0,0,0,0.048401803,0,0,0.632052481,1,0.49934563,0.085972667,0,0.14501825,0,0,0,0.231906205,0.540731907,0.495215625,0.768093765,0.459268093,0.504784405
Khammam,Andhra Pradesh,28,541,541,0.328581631,0.39040634,0.311300546,0.347290099,0.342010349,0.406579316,0.3241283,0.267583311,0.282120109,0.33538422,0.457088381,0.148728967,0,0,0.068556964,0.062156823,0,0.231051758,0.465305567,0.542911649,0.337685853,0.167688712,0.085823268,0.233549133,0.072037145,0,0,0.547338605,0.433523953,0.787043333,0.380624235,0.566476047,0.212956667
Srikakulam,Andhra Pradesh,28,542,542,0.335822433,0.600000024,0.550601482,0.664177597,0.400000006,0.449398488,0,0,0,0.197163031,0.521032393,0.308553696,0,0,0,0.136755973,0,0.227444917,0.544934332,0.347354919,0.464001387,0.397096872,0.131612688,0,0.0768838,0,0,0.483659893,0.305290163,0.532956958,0.439456284,0.694709837,0.467043012
Vizianagaram,Andhra Pradesh,28,543,543,0.397649646,0,0.374605745,0.541467667,0.730012536,0.364655554,0.060882702,0.269987494,0.260738701,0.269855648,0.365006268,0.382856905,0.114629671,0,0.122118197,0.038484618,0.134993747,0,0.53854543,0.269987494,0.260646939,0.156725615,0.365006268,0.49502489,0,0,0,0.625472069,0.134993747,1,0.374527931,0.865006268,0
Visakhapatnam,Andhra Pradesh,28,544,544,0.417246073,0.129674777,0.502248943,0.117796391,0.304110199,0.497751057,0.464957535,0.566215038,0,0.569031358,0.42013073,1,0,0.041847907,0,0.068205081,0.137603641,0,0.298109651,0.358569831,0,0.168377087,0.083695814,0,0,0.09162467,0,0.286129802,0.267278403,0.331302673,0.713870227,0.64109689,0.668697357
East Godavari,Andhra Pradesh,28,545,545,0.136951298,0.421909153,0.506758034,0.638575733,0.382578701,0.38354969,0.22447297,0.195512161,0.109692313,0.172884554,0.385393918,0.095716871,0.049988385,0,0.117087759,0.130677551,0,0.111349329,0.451568156,0.385393918,0.509872735,0.242546454,0.229212195,0.227386385,0,0,0.061413094,0.503675938,0.324153066,0.610936046,0.496324092,0.675846934,0.327650845
West Godavari,Andhra Pradesh,28,546,546,0.603915513,,0.497811198,0.363170803,,0.377817005,0.032913696,,0.124371782,0.423786908,,0.329062343,0.034395456,,0.079801612,0.067309149,,0.082574241,0.25008902,,0.464725971,0.29586947,,0.087671667,0,,0,0.573613882,,0.423648775,0.426386088,,0.576351225
Krishna,Andhra Pradesh,28,547,547,0.367957085,0.536292851,0.546506405,0.561022818,0.333485901,0.379208267,0.071020126,0.130221248,0.074285328,0.335054874,0.454904616,0.418023407,0,0,0,0.072820172,0,0,0.533901095,0.545095384,0.368349671,0.122920461,0.052902374,0.213626906,0,0,0,0.29069823,0.386388272,0.432954907,0.70930177,0.613611758,0.567045093
Guntur,Andhra Pradesh,28,548,548,0.408399731,0.440312594,0.53724885,0.490812659,0.559687376,0.46275112,0.100787625,0,0,0.271586061,0.440312594,0.427771866,0.063483186,0,0,0.100075305,0,0,0.545770705,0.398843497,0.399953574,0.13248679,0.271442682,0.17227456,0.080036946,0,0.092698269,0.475962102,0.271442682,0.318305135,0.444000959,0.728557289,0.588996589
Prakasam,Andhra Pradesh,28,549,549,0.622925401,0.490652502,0.476100087,0.243776053,0.509347498,0.475055903,0.133298561,0,0.04884401,0.513188064,0,0.527161658,0.047281053,0,0,0.0547457,0.509347498,0.044548187,0.238940164,0.490652502,0.332643479,0.192332,0,0.095646679,0,0,0,0.529617667,0.509347498,0.575565696,0.470382363,0.490652502,0.424434304
